Well	Top	Base	Unit	Comment
6506/11-7	4152.50	4242.00	BREIFLABB MB	new member
6506/11-7	4257.50	4342.00	SMØRFLYNDRE MB	new member
6506/11-7	4447.50	4575.50	CROMER KNOLL GP	revised top group definition, base depth changed 0.5m
6506/11-7	4447.50	4549.00	LANGEBARN FM	new formation
6506/11-7	4549.00	4575.50	LYR FM	base depth changed 0.5m
6506/11-7	4576.00	0.00	VIKING GP	
6506/11-7	4576.00	0.00	DRAUPNE FM	Changed from SPEKK FM
6506/11-7	4578.00	0.00	FANGST GP	
6506/11-7	4578.00	0.00	GARN FM	
6506/11-7	4637.00	0.00	NOT FM	
6506/11-7	4661.00	0.00	ILE FM	
6506/11-7	4709.00	0.00	BÅT GP	
6506/11-7	4709.00	0.00	ROR FM	
6506/11-7	4752.00	0.00	TOFTE FM	
6506/11-7	4821.00	0.00	TILJE FM	
6506/11-7	4927.00	0.00	ÅRE FM	
6506/11-8	398.00	0.00	NORDLAND GP	
6506/11-8	398.00	0.00	NAUST FM	
6506/11-8	1493.00	0.00	KAI FM	
6506/11-8	1894.00	0.00	HORDALAND GP	
6506/11-8	1894.00	0.00	BRYGGE FM	
6506/11-8	2183.00	0.00	ROGALAND GP	
6506/11-8	2183.00	0.00	TARE FM	
6506/11-8	2252.00	0.00	TANG FM	
6506/11-8	2311.00	4482.00	SHETLAND GP	revised base group definition. Based on NPD fact pages & logs, no biostrat.
6506/11-8	2311.00	2503.00	SPRINGAR FM	based on NPD fact pages & logs, no biostrat.
6506/11-8	2503.00	2704.00	NISE FM	based on NPD fact pages & logs, no biostrat.
6506/11-8	2704.00	3393.00	KVITNOS FM	based on NPD fact pages & logs, no biostrat.
6506/11-8	3393.00	4482.00	BLÅLANGE FM	new formation. No logs or biostrat
6506/11-8	3393.00	3408.00	LYSING MB	revised status, base depth changed from 3557m (NPD)
6506/11-8	4257.00	4292.00	BREIFLABB MB	new member as "no formal name" NPD, base changed from 4402m (NPD), no biostrat
6506/11-8	4330.00	4402.00	SMØRFLYNDRE MB	new member as "no formal name" NPD, no biostrat
6506/11-8	4482.00	4599.00	CROMER KNOLL GP	revised top group definition, questionable top, note casing at 4500m
6506/11-8	4482.00	4586.00	LANGEBARN FM	new formation, questionable top based on constant DT, note casing at 4500m
6506/11-8	4586.00	4599.00	LYR FM	based on NPD fact pages & logs, no biostrat.
6506/11-8	4599.00	0.00	VIKING GP	
6506/11-8	4599.00	0.00	SPEKK FM	
6506/11-8	4600.00	0.00	MELKE FM	
6506/11-8	4623.00	0.00	FANGST GP	
6506/11-8	4623.00	0.00	GARN FM	
6506/11-8	4702.00	0.00	NOT FM	
6506/11-8	4735.00	0.00	ILE FM	
6506/11-8	4798.00	0.00	BÅT GP	
6506/11-8	4798.00	0.00	ROR FM	
6506/11-8	4839.00	0.00	TOFTE FM	
6506/11-8	4928.00	0.00	TILJE FM	
6506/12-1	277.00	0.00	NORDLAND GP	
6506/12-1	1459.00	0.00	KAI FM	
6506/12-1	1931.00	0.00	HORDALAND GP	
6506/12-1	1931.00	0.00	BRYGGE FM	
6506/12-1	2132.00	0.00	ROGALAND GP	
6506/12-1	2132.00	0.00	TARE FM	
6506/12-1	2227.00	0.00	TANG FM	
6506/12-1	2279.00	3705.00	SHETLAND GP	revised base group definition, designated Norwegian Sea reference well (NorLex)
6506/12-1	2279.00	2446.00	SPRINGAR FM	reference section
6506/12-1	2446.00	2658.00	NISE FM	reference section (Dalland et al.,1988)
6506/12-1	2658.00	3175.00	KVITNOS FM	reference section (Dalland et al.,1988)
6506/12-1	3175.00	3705.00	BLÅLANGE FM	new formation, type section
6506/12-1	3175.00	3190.00	LYSING MB	revised status
6506/12-1	3705.00	3836.00	CROMER KNOLL GP	revised top group definition, reference well (Dalland et al.,1988)
6506/12-1	3705.00	3812.50	LANGEBARN FM	new formation, former type section of Lange Formation (Dalland et al.,1988)
6506/12-1	3812.50	3836.00	LYR FM	type section, base defined following Dalland et al (1988) correction addendum
6506/12-1	3835.00	0.00	VIKING GP	
6506/12-1	3835.00	0.00	DRAUPNE FM	Changed from SPEKK FM
6506/12-1	3852.00	0.00	HEATHER FM	Changed from MELKE FM
6506/12-1	3974.00	0.00	FANGST GP	
6506/12-1	3974.00	0.00	GARN FM	
6506/12-1	4013.00	0.00	NOT FM	
6506/12-1	4048.00	0.00	ILE FM	
6506/12-1	4107.00	0.00	BÅT GP	
6506/12-1	4107.00	0.00	ROR FM	
6506/12-1	4164.00	0.00	TOFTE FM	
6506/12-1	4229.00	0.00	TILJE FM	
6506/12-1	4437.00	0.00	ÅRE FM	
6506/12-10	309.00	0.00	NORDLAND GP	
6506/12-10	1452.00	0.00	KAI FM	
6506/12-10	1914.00	0.00	HORDALAND GP	
6506/12-10	1914.00	0.00	BRYGGE FM	
6506/12-10	2227.00	0.00	ROGALAND GP	
6506/12-10	2227.00	0.00	TARE FM	
6506/12-10	2315.00	0.00	TANG FM	
6506/12-10	2384.00	3958.00	SHETLAND GP	revised base group definition
6506/12-10	2384.00	2630.00	SPRINGAR FM	
6506/12-10	2630.00	2848.00	NISE FM	top depth changed, questionable top guided by biostrat, no sonic log
6506/12-10	2848.00	3349.00	KVITNOS FM	
6506/12-10	3353.00	3958.00	BLÅLANGE FM	new formation
6506/12-10	3353.00	3372.00	LYSING MB	revised status
6506/12-10	3904.00	3932.50	BREIFLABB MB	new member, additional unit
6506/12-10	3958.00	4229.00	CROMER KNOLL GP	revised top group definition
6506/12-10	3958.00	4177.00	LANGEBARN FM	new formation
6506/12-10	4177.00	4229.00	LYR FM	
6506/12-10	4229.00	0.00	VIKING GP	
6506/12-10	4229.00	0.00	DRAUPNE FM	Changed from SPEKK FM
6506/12-10	4293.00	0.00	HEATHER FM	Changed from MELKE FM
6506/12-10	4545.00	0.00	FANGST GP	
6506/12-10	4545.00	0.00	GARN FM	
6506/12-10	4605.00	0.00	NOT FM	
6506/12-10	4636.00	0.00	ILE FM	
6506/12-10	4723.00	0.00	BÅT GP	
6506/12-10	4723.00	0.00	ROR FM	
6506/12-10	4777.00	0.00	TOFTE FM	
6506/12-10	4858.00	0.00	TILJE FM	
6506/12-10	5024.00	0.00	ÅRE FM	
6506/12-10 A	309.00	0.00	NORDLAND GP	
6506/12-10 A	1452.00	0.00	KAI FM	
6506/12-10 A	1914.00	0.00	HORDALAND GP	
6506/12-10 A	1914.00	0.00	BRYGGE FM	
6506/12-10 A	2227.00	0.00	ROGALAND GP	
6506/12-10 A	2227.00	0.00	TARE FM	
6506/12-10 A	2315.00	0.00	TANG FM	
6506/12-10 A	2384.00	4511.00	SHETLAND GP	revised base group definition
6506/12-10 A	2384.00	2630.00	SPRINGAR FM	
6506/12-10 A	2630.00	2848.00	NISE FM	top depth changed, questionable top guided by biostrat, no sonic log, ST from 2822m
6506/12-10 A	2848.00	3457.00	KVITNOS FM	questionable top, no sonic log or biostrat control
6506/12-10 A	3457.00	4511.00	BLÅLANGE FM	new formation
6506/12-10 A	3457.00	3530.00	LYSING MB	revised status, base depth changed from 3580 m
6506/12-10 A	4430.00	4469.50	BREIFLABB MB	new member, additional unit, limestone dominated
6506/12-10 A	4511.00	4901.00	CROMER KNOLL GP	revised top group definition
6506/12-10 A	4511.00	4833.00	LANGEBARN FM	new formation, questionable top, no biostratigraphy
6506/12-10 A	4833.00	4901.00	LYR FM	
6506/12-10 A	4901.00	0.00	VIKING GP	
6506/12-10 A	4901.00	0.00	DRAUPNE FM	Changed from SPEKK FM
6506/12-10 A	4966.00	0.00	HEATHER FM	Changed from MELKE FM
6506/12-10 A	5246.00	0.00	FANGST GP	
6506/12-10 A	5246.00	0.00	GARN FM	
6506/12-10 A	5305.00	0.00	NOT FM	
6506/12-10 A	5338.00	0.00	ILE FM	
6506/12-10 A	5416.00	0.00	BÅT GP	
6506/12-10 A	5416.00	0.00	ROR FM	
6506/12-10 A	5468.00	0.00	TOFTE FM	
6506/12-10 A	5552.00	0.00	TILJE FM	
6506/12-10 A	5711.00	0.00	ÅRE FM	
6506/12-11 S	311.00	0.00	NORDLAND GP	
6506/12-11 S	1523.00	0.00	KAI FM	
6506/12-11 S	2027.00	0.00	HORDALAND GP	
6506/12-11 S	2027.00	0.00	BRYGGE FM	
6506/12-11 S	2372.00	0.00	ROGALAND GP	
6506/12-11 S	2372.00	0.00	TARE FM	
6506/12-11 S	2464.00	0.00	TANG FM	
6506/12-11 S	2540.00	4381.00	SHETLAND GP	revised base group definition, TD in group
6506/12-11 S	2540.00	2813.00	SPRINGAR FM	
6506/12-11 S	2813.00	3002.00	NISE FM	questionable top, no sonic log or biostrat control
6506/12-11 S	3002.00	3681.00	KVITNOS FM	questionable top, no sonic log or biostrat control
6506/12-11 S	3681.00	4381.00	BLÅLANGE FM	new formation, TD in formation
6506/12-11 S	3681.00	3728.00	LYSING MB	revised status
6506/12-11 S	4357.00	4370.00	BREIFLABB MB	new member, additional unit, poorly developed sandstones
6506/12-11 S	4381.00	4577.00	CROMER KNOLL GP	revised top group definition, questionable top
6506/12-11 S	4381.00	4554.00	LANGEBARN FM	new formation, questionable top
6506/12-11 S	4554.00	4577.00	LYR FM	new formation
6506/12-11 S	4577.00	0.00	VIKING GP	
6506/12-11 S	4577.00	0.00	DRAUPNE FM	Changed from SPEKK FM
6506/12-11 S	4590.00	0.00	HEATHER FM	Changed from MELKE FM
6506/12-11 S	4731.00	0.00	FANGST GP	
6506/12-11 S	4731.00	0.00	GARN FM	
6506/12-11 S	4804.00	0.00	NOT FM	
6506/12-11 S	4835.00	0.00	ILE FM	
6506/12-11 S	4901.00	0.00	BÅT GP	
6506/12-11 S	4901.00	0.00	ROR FM	
6506/12-11 S	4980.00	0.00	TOFTE FM	
6506/12-11 S	5042.00	0.00	TILJE FM	
6506/12-11 S	5211.00	0.00	ÅRE FM	
6506/12-2	332.00	0.00	NORDLAND GP	
6506/12-2	332.00	0.00	NAUST FM	
6506/12-3	323.00	0.00	NORDLAND GP	
6506/12-3	592.00	0.00	NAUST FM	
6506/12-3	1388.00	0.00	KAI FM	
6506/12-3	1982.00	0.00	HORDALAND GP	
6506/12-3	1982.00	0.00	BRYGGE FM	
6506/12-3	2214.00	0.00	ROGALAND GP	
6506/12-3	2214.00	0.00	TARE FM	
6506/12-3	2278.00	0.00	TANG FM	
6506/12-3	2336.00	3651.00	SHETLAND GP	revised base group definition
6506/12-3	2336.00	2513.00	SPRINGAR FM	additional unit
6506/12-3	2513.00	2679.00	NISE FM	additional unit
6506/12-3	2679.00	3146.00	KVITNOS FM	additional unit
6506/12-3	3146.00	3651.00	BLÅLANGE FM	new formation
6506/12-3	3146.00	3173.00	LYSING MB	revised status
6506/12-3	3651.00	3709.00	CROMER KNOLL GP	revised top group definition
6506/12-3	3651.00	3675.00	LANGEBARN FM	new formation
6506/12-3	3675.00	3709.00	LYR FM	additional unit
6506/12-3	3709.00	0.00	VIKING GP	
6506/12-3	3709.00	0.00	DRAUPNE FM	Changed from SPEKK FM
6506/12-3	3721.00	0.00	HEATHER FM	Changed from MELKE FM
6506/12-3	3822.00	0.00	FANGST GP	
6506/12-3	3822.00	0.00	GARN FM	
6506/12-3	3908.00	0.00	NOT FM	
6506/12-3	3947.00	0.00	ILE FM	
6506/12-3	3997.00	0.00	BÅT GP	
6506/12-3	3997.00	0.00	ROR FM	
6506/12-3	4147.00	0.00	TILJE FM	
6506/12-4	282.00	0.00	NORDLAND GP	
6506/12-4	282.00	0.00	NAUST FM	
6506/12-4	1470.00	0.00	KAI FM	
6506/12-4	1897.00	0.00	HORDALAND GP	
6506/12-4	1897.00	0.00	BRYGGE FM	
6506/12-4	2065.00	0.00	ROGALAND GP	
6506/12-4	2065.00	0.00	TARE FM	
6506/12-4	2171.00	0.00	TANG FM	
6506/12-4	2211.00	3738.00	SHETLAND GP	revised base group definition
6506/12-4	2211.00	2380.00	SPRINGAR FM	type section (Dalland et al.,1988)
6506/12-4	2380.00	2600.00	NISE FM	type section (Dalland et al.,1988)
6506/12-4	2600.00	3132.50	KVITNOS FM	type section (Dalland et al.,1988)
6506/12-4	3132.50	3738.00	BLÅLANGE FM	new formation, reference well
6506/12-4	3132.50	3150.00	LYSING MB	revised status, base boundary cored at 3142.9m (uncorrected core depth, core #1) reference well (Dalland et al.,1988)
6506/12-4	3738.00	3855.00	CROMER KNOLL GP	revised top group definition, reference well (Dalland et al.,1988)
6506/12-4	3738.00	3835.00	LANGEBARN FM	new formation, former reference well for Lange Formation (Dalland et al.,1988)
6506/12-4	3835.00	3855.00	LYR FM	reference section (Dalland et al.,1988)
6506/12-4	3855.00	0.00	VIKING GP	
6506/12-4	3855.00	0.00	DRAUPNE FM	Changed from SPEKK FM
6506/12-4	3863.00	0.00	HEATHER FM	Changed from MELKE FM
6506/12-4	3980.00	0.00	FANGST GP	
6506/12-4	3980.00	0.00	GARN FM	
6506/12-4	4021.00	0.00	NOT FM	
6506/12-4	4045.00	0.00	ILE FM	
6506/12-4	4116.00	0.00	BÅT GP	
6506/12-4	4116.00	0.00	ROR FM	
6506/12-4	4168.00	0.00	TOFTE FM	
6506/12-4	4252.00	0.00	TILJE FM	
6506/12-4	4414.00	0.00	ÅRE FM	
6506/12-5	330.00	0.00	NORDLAND GP	
6506/12-5	510.00	0.00	NAUST FM	
6506/12-5	1335.00	0.00	KAI FM	
6506/12-5	1964.00	0.00	HORDALAND GP	
6506/12-5	1964.00	0.00	BRYGGE FM	
6506/12-5	2235.00	0.00	ROGALAND GP	
6506/12-5	2235.00	0.00	TARE FM	
6506/12-5	2283.00	0.00	TANG FM	
6506/12-5	2346.00	3672.50	SHETLAND GP	revised base group definition
6506/12-5	2346.00	2511.00	SPRINGAR FM	additional unit
6506/12-5	2511.00	2710.00	NISE FM	additional unit
6506/12-5	2710.00	3157.00	KVITNOS FM	additional unit
6506/12-5	3157.00	3672.50	BLÅLANGE FM	new formation
6506/12-5	3157.00	3187.00	LYSING MB	revised status, core coverage
6506/12-5	3672.50	3780.00	CROMER KNOLL GP	revised top group definition
6506/12-5	3672.50	3749.50	LANGEBARN FM	new formation
6506/12-5	3749.50	3780.00	LYR FM	additional unit
6506/12-5	3780.00	0.00	VIKING GP	
6506/12-5	3780.00	0.00	DRAUPNE FM	Changed from SPEKK FM
6506/12-5	3827.00	0.00	HEATHER FM	Changed from MELKE FM
6506/12-5	3948.00	0.00	FANGST GP	
6506/12-5	3948.00	0.00	GARN FM	
6506/12-5	4040.00	0.00	NOT FM	
6506/12-5	4068.00	0.00	ILE FM	
6506/12-5	4138.00	0.00	BÅT GP	
6506/12-5	4138.00	0.00	ROR FM	
6506/12-5	4274.00	0.00	TILJE FM	
6506/12-5	4510.00	0.00	ÅRE FM	
6506/12-6	301.00	0.00	NORDLAND GP	
6506/12-6	301.00	0.00	NAUST FM	
6506/12-6	1463.00	0.00	KAI FM	
6506/12-6	1880.00	0.00	HORDALAND GP	
6506/12-6	1880.00	0.00	BRYGGE FM	
6506/12-6	2175.00	0.00	ROGALAND GP	
6506/12-6	2175.00	0.00	TARE FM	
6506/12-6	2281.00	0.00	TANG FM	
6506/12-6	2331.00	3809.00	SHETLAND GP	revised base group definition
6506/12-6	2331.00	2570.00	SPRINGAR FM	
6506/12-6	2570.00	2881.00	NISE FM	top depth changed 2m
6506/12-6	2881.00	3248.00	KVITNOS FM	top depth changed
6506/12-6	3248.00	3809.00	BLÅLANGE FM	new formation
6506/12-6	3248.00	3283.00	LYSING MB	revised status, base depth changed
6506/12-6	3809.00	4021.00	CROMER KNOLL GP	revised top group definition
6506/12-6	3809.00	3984.00	LANGEBARN FM	new formation
6506/12-6	3984.00	4021.00	LYR FM	additional unit
6506/12-6	4021.00	0.00	VIKING GP	
6506/12-6	4021.00	0.00	DRAUPNE FM	Changed from SPEKK FM
6506/12-6	4050.00	0.00	HEATHER FM	Changed from MELKE FM
6506/12-6	4234.00	0.00	FANGST GP	
6506/12-6	4234.00	0.00	GARN FM	
6506/12-6	4279.00	0.00	NOT FM	
6506/12-6	4311.00	0.00	ILE FM	
6506/12-6	4410.00	0.00	BÅT GP	
6506/12-6	4410.00	0.00	ROR FM	
6506/12-6	4436.00	0.00	TOFTE FM	
6506/12-6	4515.00	0.00	TILJE FM	
6506/12-6	4735.00	0.00	ÅRE FM	
6506/12-7	296.00	0.00	NORDLAND GP	
6506/12-7	1539.00	0.00	KAI FM	
6506/12-7	1856.00	0.00	HORDALAND GP	
6506/12-7	1856.00	0.00	BRYGGE FM	
6506/12-7	2227.00	0.00	ROGALAND GP	
6506/12-7	2227.00	0.00	TARE FM	
6506/12-7	2297.00	0.00	TANG FM	
6506/12-7	2396.00	3789.00	SHETLAND GP	revised base group definition
6506/12-7	2396.00	2584.00	SPRINGAR FM	additional unit
6506/12-7	2584.00	2859.00	NISE FM	additional unit
6506/12-7	2859.00	3264.50	KVITNOS FM	additional unit
6506/12-7	3264.50	3789.00	BLÅLANGE FM	new formation
6506/12-7	3264.50	3305.50	LYSING MB	revised status, top depth changed 0.5m
6506/12-7	3789.00	4041.50	CROMER KNOLL GP	revised top group definition, base depth changed 0.5m
6506/12-7	3789.00	4011.00	LANGEBARN FM	new formation
6506/12-7	4011.00	4041.50	LYR FM	base depth changed 0.5m
6506/12-7	4042.00	0.00	VIKING GP	
6506/12-7	4042.00	0.00	DRAUPNE FM	Changed from SPEKK FM
6506/12-7	4114.00	0.00	HEATHER FM	Changed from MELKE FM
6506/12-7	4396.00	0.00	FANGST GP	
6506/12-7	4396.00	0.00	GARN FM	
6506/12-7	4439.00	0.00	NOT FM	
6506/12-7	4474.00	0.00	ILE FM	
6506/12-7	4556.00	0.00	BÅT GP	
6506/12-7	4556.00	0.00	ROR FM	
6506/12-7	4629.00	0.00	TOFTE FM	
6506/12-7	4693.00	0.00	TILJE FM	
6506/12-8	325.00	0.00	NORDLAND GP	
6506/12-8	325.00	0.00	NAUST FM	
6506/12-8	1342.00	0.00	KAI FM	
6506/12-8	1968.00	0.00	HORDALAND GP	
6506/12-8	1968.00	0.00	BRYGGE FM	
6506/12-8	2235.00	0.00	ROGALAND GP	
6506/12-8	2235.00	0.00	TARE FM	
6506/12-8	2298.00	0.00	TANG FM	
6506/12-8	2353.00	3652.50	SHETLAND GP	revised base group definition
6506/12-8	2353.00	2545.00	SPRINGAR FM	
6506/12-8	2545.00	2702.00	NISE FM	
6506/12-8	2702.00	3158.00	KVITNOS FM	
6506/12-8	3158.00	3652.50	BLÅLANGE FM	new formation
6506/12-8	3158.00	3185.00	LYSING MB	revised status
6506/12-8	3652.50	3742.50	CROMER KNOLL GP	revised top group definition, base depth changed 0.5m
6506/12-8	3652.50	3723.00	LANGEBARN FM	new formation
6506/12-8	3723.00	3742.50	LYR FM	top depth changed 2m, base depth changed 0.5m
6506/12-8	3743.00	0.00	VIKING GP	
6506/12-8	3743.00	0.00	DRAUPNE FM	Changed from SPEKK FM
6506/12-8	3787.00	0.00	HEATHER FM	Changed from MELKE FM
6506/12-8	3875.00	0.00	FANGST GP	
6506/12-8	3875.00	0.00	GARN FM	
6506/12-8	3956.00	0.00	NOT FM	
6506/12-8	3993.00	0.00	ILE FM	
6506/12-8	4065.00	0.00	BÅT GP	
6506/12-8	4065.00	0.00	ROR FM	
6506/12-8	4186.00	0.00	TILJE FM	
6506/12-9 S	340.00	0.00	NORDLAND GP	
6506/12-9 S	1458.00	0.00	KAI FM	
6506/12-9 S	1903.00	0.00	HORDALAND GP	
6506/12-9 S	1903.00	0.00	BRYGGE FM	
6506/12-9 S	2218.00	0.00	ROGALAND GP	
6506/12-9 S	2218.00	0.00	TARE FM	
6506/12-9 S	2307.00	0.00	TANG FM	
6506/12-9 S	2370.00	3930.00	SHETLAND GP	revised base group definition
6506/12-9 S	2370.00	2530.00	SPRINGAR FM	
6506/12-9 S	2530.00	2780.00	NISE FM	
6506/12-9 S	2780.00	3344.00	KVITNOS FM	
6506/12-9 S	3344.00	3930.00	BLÅLANGE FM	new formation
6506/12-9 S	3344.00	3382.00	LYSING MB	revised status, base depth changed 1m
6506/12-9 S	3803.00	3846.00	BREIFLABB MB	new member, additional unit
6506/12-9 S	3930.00	4169.00	CROMER KNOLL GP	revised top group definition
6506/12-9 S	3930.00	4127.50	LANGEBARN FM	new formation
6506/12-9 S	4127.50	4169.00	LYR FM	top depth changed 0.5m
6506/12-9 S	4169.00	0.00	VIKING GP	
6506/12-9 S	4169.00	0.00	DRAUPNE FM	Changed from SPEKK FM
6506/12-9 S	4197.00	0.00	HEATHER FM	Changed from MELKE FM
6506/12-9 S	4379.00	0.00	FANGST GP	
6506/12-9 S	4379.00	0.00	GARN FM	
6506/12-9 S	4436.00	0.00	NOT FM	
6506/12-9 S	4464.00	0.00	ILE FM	
6506/12-9 S	4533.00	0.00	BÅT GP	
6506/12-9 S	4533.00	0.00	ROR FM	
6506/12-9 S	4601.00	0.00	TOFTE FM	
6506/12-9 S	4672.00	0.00	TILJE FM	
6506/12-9 S	4837.00	0.00	ÅRE FM	
6506/3-1	366.00	0.00	NORDLAND GP	
6506/3-1	451.00	0.00	NAUST FM	
6506/3-1	1624.00	0.00	HORDALAND GP	
6506/3-1	1624.00	0.00	BRYGGE FM	
6506/3-1	1657.00	0.00	ROGALAND GP	
6506/3-1	1657.00	0.00	TARE FM	
6506/3-1	1756.00	0.00	TANG FM	
6506/3-1	1796.50	3667.00	SHETLAND GP	revised base group definition, top depth changed 0.5m
6506/3-1	1796.50	2023.00	SPRINGAR FM	
6506/3-1	2023.00	2302.00	NISE FM	
6506/3-1	2302.00	3090.00	KVITNOS FM	
6506/3-1	3090.00	3667.00	BLÅLANGE FM	new formation
6506/3-1	3090.00	3110.50	LYSING MB	revised status, reference well, base depth changed 0.5m, base boundary cored at 3109.41m (core depth)
6506/3-1	3111.00	0.00	LANGEBARN FM	
6506/6-1	452.00	0.00	NORDLAND GP	
6506/6-1	737.00	0.00	NAUST FM	
6506/6-1	1872.00	0.00	HORDALAND GP	
6506/6-1	1872.00	0.00	BRYGGE FM	
6506/6-1	1935.00	0.00	ROGALAND GP	
6506/6-1	1935.00	0.00	TARE FM	
6506/6-1	2015.00	0.00	TANG FM	
6506/6-1	2071.00	4129.00	SHETLAND GP	revised base group definition
6506/6-1	2071.00	2246.00	SPRINGAR FM	
6506/6-1	2246.00	2534.00	NISE FM	top depth changed, questionable no sonic log
6506/6-1	2534.00	3015.00	KVITNOS FM	top depth changed,questionable, no sonic log, guided by biostrat control
6506/6-1	3015.00	4129.00	BLÅLANGE FM	new formation
6506/6-1	3015.00	3082.00	LYSING MB	revised status, base depth changed
6506/6-1	4129.00	4353.00	CROMER KNOLL GP	revised top group definition
6506/6-1	4129.00	4288.00	LANGEBARN FM	new formation
6506/6-1	4288.00	4353.00	LYR FM	
6506/6-1	4353.00	0.00	VIKING GP	
6506/6-1	4353.00	0.00	DRAUPNE FM	Changed from SPEKK FM
6506/6-1	4458.00	0.00	HEATHER FM	Changed from MELKE FM
6506/6-1	4961.00	0.00	FANGST GP	
6506/6-1	4961.00	0.00	GARN FM	
6506/6-1	5015.00	0.00	NOT FM	
6506/6-1	5033.00	0.00	ILE FM	
6506/6-1	5095.00	0.00	BÅT GP	
6506/6-1	5095.00	0.00	ROR FM	
6506/6-1	5165.00	0.00	TILJE FM	
6506/6-1	5302.00	0.00	ÅRE FM	
6507/1-1	423.00	0.00	NORDLAND GP	
6507/1-1	525.00	0.00	NAUST FM	
6507/1-1	1536.00	0.00	KAI FM	
6507/1-1	1895.00	0.00	HORDALAND GP	
6507/1-1	1895.00	0.00	BRYGGE FM	
6507/1-1	1992.00	0.00	ROGALAND GP	
6507/1-1	1992.00	0.00	TARE FM	
6507/1-1	2090.00	0.00	TANG FM	
6507/1-1	2145.00	3745.00	SHETLAND GP	revised base group definition, TD in group
6507/1-1	2145.00	2331.00	SPRINGAR FM	additional unit
6507/1-1	2331.00	2478.00	NISE FM	additional unit
6507/1-1	2478.00	3446.00	KVITNOS FM	additional unit
6507/1-1	3446.00	3745.00	BLÅLANGE FM	new formation, TD in formation
6507/1-1	3446.00	3510.00	LYSING MB	revised status
6507/10-1	322.00	0.00	NORDLAND GP	
6507/10-1	1439.00	0.00	HORDALAND GP	
6507/10-1	1439.00	0.00	BRYGGE FM	
6507/10-1	1980.00	0.00	ROGALAND GP	
6507/10-1	1980.00	0.00	TARE FM	
6507/10-1	2040.00	0.00	TANG FM	
6507/10-1	2087.50	2771.00	SHETLAND GP	revised base group definition, top depth changed 0.5m
6507/10-1	2087.50	2292.00	SPRINGAR FM	top depth changed 0.5m
6507/10-1	2292.00	2445.00	NISE FM	top depth changed
6507/10-1	2560.00	2726.50	KVITNOS FM	top depth changed
6507/10-1	2726.50	2771.00	BLÅLANGE FM	new formation
6507/10-1	2726.50	2728.00	LYSING MB	revised status, top depth changed, questionable assignment
6507/10-1	2728.00	0.00	LANGEBARN FM	
6507/10-1	2771.00	2780.50	CROMER KNOLL GP	revised top group definition
6507/10-1	2771.00	2780.50	LYR FM	top depth changed 1m
6507/10-1	2781.00	0.00	VIKING GP	
6507/10-1	2781.00	0.00	DRAUPNE FM	Changed from SPEKK FM
6507/10-1	2835.00	0.00	HEATHER FM	Changed from MELKE FM
6507/10-1	2881.00	0.00	FANGST GP	
6507/10-1	2881.00	0.00	ILE FM	
6507/10-1	2994.00	0.00	BÅT GP	
6507/10-1	2994.00	0.00	ROR FM	
6507/10-1	3081.00	0.00	TILJE FM	
6507/10-1	3226.00	0.00	ÅRE FM	
6507/11-1	331.00	0.00	NORDLAND GP	
6507/11-1	331.00	0.00	NAUST FM	
6507/11-1	1407.00	0.00	KAI FM	
6507/11-1	1614.00	0.00	HORDALAND GP	
6507/11-1	1614.00	0.00	BRYGGE FM	
6507/11-1	2010.00	0.00	ROGALAND GP	
6507/11-1	2010.00	0.00	TARE FM	
6507/11-1	2080.00	0.00	TANG FM	
6507/11-1	2125.00	0.00	SPRINGAR FM	
6507/11-1	2125.00	2351.00	SHETLAND GP	
6507/11-1	2125.00	2260.00	NISE FM	additional unit, questionable top
6507/11-1	2260.00	2351.00	KVITNOS FM	additional unit, questionable
6507/11-1	2351.00	0.00	VIKING GP	
6507/11-1	2351.00	0.00	HEATHER FM	Changed from MELKE FM
6507/11-1	2358.00	0.00	FANGST GP	
6507/11-1	2358.00	0.00	ILE FM	
6507/11-1	2410.00	0.00	BÅT GP	
6507/11-1	2410.00	0.00	ROR FM	
6507/11-1	2498.00	0.00	TILJE FM	
6507/11-1	2596.00	0.00	ÅRE FM	
6507/11-2	276.00	0.00	NORDLAND GP	
6507/11-2	1380.00	0.00	HORDALAND GP	
6507/11-2	1380.00	0.00	BRYGGE FM	
6507/11-2	1791.00	0.00	ROGALAND GP	
6507/11-2	1791.00	0.00	TARE FM	
6507/11-2	1838.00	0.00	TANG FM	
6507/11-2	1864.00	1892.00	SHETLAND GP	
6507/11-2	1864.00	1892.00	NISE FM	additional unit
6507/11-2	1892.00	1897.50	CROMER KNOLL GP	
6507/11-2	1892.00	1897.50	LYR FM	additional unit, questionable, no biostratigraphy
6507/11-2	1898.00	0.00	VIKING GP	
6507/11-2	1898.00	0.00	DRAUPNE FM	Changed from SPEKK FM
6507/11-2	1908.00	0.00	HEATHER FM	Changed from MELKE FM
6507/11-2	1948.00	0.00	FANGST GP	
6507/11-2	1948.00	0.00	ILE FM	
6507/11-2	2040.00	0.00	BÅT GP	
6507/11-2	2040.00	0.00	ROR FM	
6507/11-2	2117.00	0.00	TILJE FM	
6507/11-2	2290.00	0.00	ÅRE FM	
6507/11-3	316.00	0.00	NORDLAND GP	
6507/11-3	316.00	0.00	NAUST FM	
6507/11-3	1395.00	0.00	KAI FM	
6507/11-3	1754.00	0.00	HORDALAND GP	
6507/11-3	1754.00	0.00	BRYGGE FM	
