Well	Top	Base	Unit	Comment
15/12-14	2391.00	0.00	ROGALAND GP	
15/12-14	2391.00	0.00	BALDER FM	
15/12-14	2396.00	0.00	SELE FM	
15/12-14	2420.00	0.00	LISTA FM	
15/12-14	2571.00	0.00	SHETLAND GP	
15/12-14	2984.00	0.00	CROMER KNOLL GP	
15/12-14	2992.00	0.00	VIKING GP	
15/12-14	2992.00	0.00	DRAUPNE FM	
15/12-14	3015.00	0.00	HEATHER FM	
15/12-14	3255.00	0.00	VESTLAND GP	
15/12-14	3255.00	0.00	SLEIPNER MB	Changed from FM to MB
15/12-15	113.00	0.00	NORDLAND GP	
15/12-15	1070.00	0.00	UTSIRA FM	
15/12-15	1302.00	0.00	HORDALAND GP	
15/12-15	2448.00	0.00	ROGALAND GP	
15/12-15	2448.00	0.00	BALDER FM	
15/12-15	2459.00	0.00	SELE FM	
15/12-15	2512.00	0.00	LISTA FM	
15/12-15	2636.00	0.00	VÅLE FM	
15/12-15	2655.00	0.00	SHETLAND GP	
15/12-15	2881.00	0.00	CROMER KNOLL GP	
15/12-15	2956.00	0.00	VIKING GP	
15/12-15	2956.00	0.00	DRAUPNE FM	
15/12-15	2962.00	0.00	HEATHER FM	
15/12-15	3279.00	0.00	VESTLAND GP	
15/12-15	3279.00	0.00	SLEIPNER MB	Changed from FM to MB
15/12-16 S	127.00	0.00	NORDLAND GP	
15/12-16 S	1192.00	0.00	UTSIRA FM	
15/12-16 S	1259.00	0.00	HORDALAND GP	
15/12-16 S	2259.00	0.00	ROGALAND GP	
15/12-16 S	2259.00	0.00	BALDER FM	
15/12-16 S	2268.00	0.00	SELE FM	
15/12-16 S	2325.00	0.00	LISTA FM	
15/12-16 S	2435.00	0.00	MAUREEN MB	Changed from FM to MB
15/12-16 S	2447.00	0.00	SHETLAND GP	
15/12-16 S	2447.00	0.00	EKOFISK FM	
15/12-16 S	2455.00	0.00	TOR FM	
15/12-16 S	2581.00	0.00	HOD FM	
15/12-16 S	2675.00	0.00	BLODØKS FM	
15/12-16 S	2683.00	0.00	HIDRA FM	
15/12-16 S	2693.00	0.00	CROMER KNOLL GP	
15/12-16 S	2715.00	0.00	SOLA FM	
15/12-16 S	2782.00	0.00	ÅSGARD FM	
15/12-16 S	2802.00	0.00	DRAUPNE FM	
15/12-16 S	2834.00	0.00	HEATHER FM	
15/12-16 S	2914.00	0.00	SKAGERRAK FM	
15/12-17 A	130.00	0.00	NORDLAND GP	
15/12-17 A	1195.00	0.00	UTSIRA FM	
15/12-17 A	1258.00	0.00	HORDALAND GP	
15/12-17 A	2501.00	0.00	ROGALAND GP	
15/12-17 A	2501.00	0.00	BALDER FM	
15/12-17 A	2523.00	0.00	SELE FM	
15/12-17 A	2579.00	0.00	LISTA FM	
15/12-17 A	2684.00	0.00	VÅLE FM	
15/12-17 A	2693.00	0.00	SHETLAND GP	
15/12-17 A	2693.00	0.00	EKOFISK FM	
15/12-17 A	2705.00	0.00	TOR FM	
15/12-17 A	2904.00	0.00	HOD FM	
15/12-17 A	3017.00	0.00	BLODØKS FM	
15/12-17 A	3039.00	0.00	HIDRA FM	
15/12-17 A	3047.00	0.00	CROMER KNOLL GP	
15/12-17 A	3047.00	0.00	RØDBY FM	
15/12-17 A	3095.00	0.00	SOLA FM	
15/12-17 A	3127.00	0.00	ÅSGARD FM	
15/12-17 A	3175.00	0.00	VIKING GP	
15/12-17 A	3175.00	0.00	DRAUPNE FM	
15/12-17 A	3550.00	0.00	SKAGERRAK FM	
15/12-17 S	130.00	0.00	NORDLAND GP	
15/12-17 S	1195.00	0.00	UTSIRA FM	
15/12-17 S	1258.00	0.00	HORDALAND GP	
15/12-17 S	2501.00	0.00	ROGALAND GP	
15/12-17 S	2501.00	0.00	BALDER FM	
15/12-17 S	2523.00	0.00	SELE FM	
15/12-17 S	2579.00	0.00	LISTA FM	
15/12-17 S	2684.00	0.00	VÅLE FM	
15/12-17 S	2693.00	0.00	SHETLAND GP	
15/12-17 S	2693.00	0.00	EKOFISK FM	
15/12-17 S	2705.00	0.00	TOR FM	
15/12-17 S	2904.00	0.00	HOD FM	
15/12-17 S	3017.00	0.00	BLODØKS FM	
15/12-17 S	3039.00	0.00	HIDRA FM	
15/12-17 S	3047.00	0.00	CROMER KNOLL GP	
15/12-17 S	3047.00	0.00	RØDBY FM	
15/12-17 S	3092.00	0.00	SOLA FM	
15/12-17 S	3122.00	0.00	ÅSGARD FM	
15/12-17 S	3162.00	0.00	VIKING GP	
15/12-17 S	3162.00	0.00	DRAUPNE FM	
15/12-17 S	3331.00	0.00	SKAGERRAK FM	
15/12-17 S	3345.00	0.00	ZECHSTEIN GP	
15/12-18 A	134.00	0.00	NORDLAND GP	
15/12-18 A	963.00	0.00	UTSIRA FM	
15/12-18 A	1096.00	0.00	HORDALAND GP	
15/12-18 A	2678.00	0.00	ROGALAND GP	
15/12-18 A	2678.00	0.00	BALDER FM	
15/12-18 A	2700.00	0.00	SELE FM	
15/12-18 A	2788.00	0.00	LISTA FM	
15/12-18 A	2884.00	0.00	HEIMDAL MB	Changed from FM to MB
15/12-18 A	2945.00	0.00	TY FM	
15/12-18 A	2965.00	0.00	VÅLE FM	
15/12-18 A	2974.00	0.00	SHETLAND GP	
15/12-18 A	3000.00	0.00	TOR FM	
15/12-18 S	134.00	0.00	NORDLAND GP	
15/12-18 S	963.00	0.00	UTSIRA FM	
15/12-18 S	1096.00	0.00	HORDALAND GP	
15/12-18 S	2250.00	0.00	GRID MB	Changed from FM to MB
15/12-18 S	2450.00	0.00	ROGALAND GP	
15/12-18 S	2450.00	0.00	BALDER FM	
15/12-18 S	2468.00	0.00	SELE FM	
15/12-18 S	2530.00	0.00	LISTA FM	
15/12-18 S	2635.00	0.00	VÅLE FM	
15/12-18 S	2670.00	0.00	TY FM	
15/12-18 S	2712.00	0.00	SHETLAND GP	
15/12-18 S	2712.00	0.00	TOR FM	
15/12-18 S	2900.00	0.00	HOD FM	
15/12-18 S	3013.00	0.00	BLODØKS FM	
15/12-18 S	3058.00	0.00	HIDRA FM	
15/12-18 S	3138.00	0.00	CROMER KNOLL GP	
15/12-18 S	3138.00	0.00	RØDBY FM	
15/12-18 S	3180.00	0.00	SOLA FM	
15/12-18 S	3201.00	0.00	ÅSGARD FM	
15/12-18 S	3210.00	0.00	VIKING GP	
15/12-18 S	3210.00	0.00	DRAUPNE FM	
15/12-18 S	3351.00	0.00	HEATHER FM	
15/12-18 S	3420.00	0.00	VESTLAND GP	
15/12-18 S	3420.00	0.00	HUGIN MB	Changed from FM to MB
15/12-18 S	3443.00	0.00	SLEIPNER MB	Changed from FM to MB
15/12-18 S	3468.00	0.00	ZECHSTEIN GP	
15/12-19	128.00	0.00	NORDLAND GP	
15/12-19	1303.00	0.00	HORDALAND GP	
15/12-19	2419.00	0.00	ROGALAND GP	
15/12-19	2419.00	0.00	BALDER FM	
15/12-19	2433.00	0.00	SELE FM	
15/12-19	2507.00	0.00	LISTA FM	
15/12-19	2622.00	0.00	VÅLE FM	
15/12-19	2653.00	0.00	SHETLAND GP	
15/12-19	2653.00	0.00	EKOFISK FM	
15/12-19	2663.00	0.00	TOR FM	
15/12-19	2737.00	0.00	HOD FM	
15/12-19	2896.00	0.00	CROMER KNOLL GP	
15/12-19	2896.00	0.00	RØDBY FM	
15/12-19	2911.00	0.00	SOLA FM	
15/12-19	2927.00	0.00	ÅSGARD FM	
15/12-19	2969.00	0.00	VIKING GP	
15/12-19	2969.00	0.00	DRAUPNE FM	
15/12-19	2973.00	0.00	SKAGERRAK FM	
15/12-2	111.00	0.00	NORDLAND GP	
15/12-2	981.00	0.00	UTSIRA FM	
15/12-2	1038.00	0.00	HORDALAND GP	
15/12-2	1963.00	0.00	ROGALAND GP	
15/12-2	1963.00	0.00	BALDER FM	
15/12-2	2045.00	0.00	SELE FM	
15/12-2	2075.00	0.00	LISTA FM	
15/12-2	2224.00	0.00	VÅLE FM	
15/12-2	2234.00	0.00	SHETLAND GP	
15/12-2	2234.00	0.00	EKOFISK FM	
15/12-2	2268.00	0.00	TOR FM	
15/12-2	2425.00	0.00	HOD FM	
15/12-2	2525.00	0.00	BLODØKS FM	
15/12-2	2542.00	0.00	SVARTE FM	
15/12-2	2650.00	0.00	CROMER KNOLL GP	
15/12-2	2650.00	0.00	SOLA FM	
15/12-2	2667.00	0.00	ÅSGARD FM	
15/12-2	2703.00	0.00	VIKING GP	
15/12-2	2703.00	0.00	DRAUPNE FM	
15/12-2	2765.00	0.00	HEATHER FM	
15/12-2	2818.00	0.00	VESTLAND GP	
15/12-2	2818.00	0.00	HUGIN MB	Changed from FM to MB
15/12-2	2868.00	0.00	HEGRE GP	
15/12-2	2868.00	0.00	ALKE FM	
15/12-2	2868.00	0.00	SMITH BANK FM	
15/12-2	2888.00	0.00	ZECHSTEIN GP	
15/12-20 S	136.00	0.00	NORDLAND GP	
15/12-20 S	1305.00	0.00	HORDALAND GP	
15/12-20 S	2906.00	0.00	ROGALAND GP	
15/12-20 S	2906.00	0.00	BALDER FM	
15/12-20 S	2924.00	0.00	SELE FM	
15/12-20 S	3022.00	0.00	LISTA FM	
15/12-20 S	3176.00	0.00	VÅLE FM	
15/12-20 S	3269.00	0.00	SHETLAND GP	
15/12-20 S	3269.00	0.00	TOR FM	
15/12-20 S	3432.00	0.00	HOD FM	
15/12-20 S	3655.00	0.00	BLODØKS FM	
15/12-20 S	3699.00	0.00	CROMER KNOLL GP	
15/12-20 S	3699.00	0.00	RØDBY FM	
15/12-20 S	3747.00	0.00	ÅSGARD FM	
15/12-20 S	3791.00	0.00	VIKING GP	
15/12-20 S	3791.00	0.00	DRAUPNE FM	
15/12-20 S	3797.00	0.00	HEATHER FM	
15/12-20 S	3808.00	0.00	VESTLAND GP	
15/12-20 S	3808.00	0.00	SLEIPNER FM	
15/12-20 S	3874.00	0.00	SKAGERRAK FM	
15/12-3	111.00	0.00	NORDLAND GP	
15/12-3	908.00	0.00	UTSIRA FM	
15/12-3	1317.00	0.00	HORDALAND GP	
15/12-3	2076.00	0.00	GRID MB	Changed from FM to MB
15/12-3	2285.00	0.00	ROGALAND GP	
15/12-3	2285.00	0.00	BALDER FM	
15/12-3	2348.00	0.00	SELE FM	
15/12-3	2401.00	0.00	LISTA FM	
15/12-3	2472.00	0.00	SHETLAND GP	
15/12-3	2472.00	0.00	EKOFISK FM	
15/12-3	2479.00	0.00	TOR FM	
15/12-3	2675.00	0.00	HOD FM	
15/12-3	2752.00	0.00	BLODØKS FM	
15/12-3	2791.00	0.00	CROMER KNOLL GP	
15/12-3	2791.00	0.00	RØDBY FM	
15/12-3	2830.00	0.00	SOLA FM	
15/12-3	2865.00	0.00	ÅSGARD FM	
15/12-3	2977.00	0.00	MIME FM	
15/12-3	2998.00	0.00	VIKING GP	
15/12-3	2998.00	0.00	DRAUPNE FM	
15/12-3	3142.00	0.00	HEATHER FM	
15/12-3	3238.00	0.00	ZECHSTEIN GP	
15/12-3	4392.00	0.00	ROTLIEGEND GP	
15/12-4	110.00	0.00	NORDLAND GP	
15/12-4	1200.00	0.00	UTSIRA FM	
15/12-4	1278.00	0.00	HORDALAND GP	
15/12-4	2320.00	0.00	ROGALAND GP	
15/12-4	2320.00	0.00	BALDER FM	
15/12-4	2335.00	0.00	SELE FM	
15/12-4	2393.00	0.00	LISTA FM	
15/12-4	2464.00	0.00	VÅLE FM	
15/12-4	2476.00	0.00	SHETLAND GP	
15/12-4	2476.00	0.00	EKOFISK FM	
15/12-4	2494.00	0.00	TOR FM	
15/12-4	2621.00	0.00	HOD FM	
15/12-4	2712.00	0.00	CROMER KNOLL GP	
15/12-4	2712.00	0.00	RØDBY FM	
15/12-4	2735.00	0.00	SOLA FM	
15/12-4	2759.00	0.00	ÅSGARD FM	
15/12-4	2784.00	0.00	VIKING GP	
15/12-4	2784.00	0.00	DRAUPNE FM	
15/12-4	2892.00	0.00	HEATHER FM	
15/12-4	2912.00	0.00	VESTLAND GP	
15/12-4	2912.00	0.00	HUGIN MB	Changed from FM to MB
15/12-4	3134.00	0.00	SLEIPNER MB	Changed from FM to MB
15/12-5	3077.00	0.00	HEGRE GP	
15/12-5	3077.00	0.00	SKAGERRAK FM	
15/12-6 S	107.00	0.00	NORDLAND GP	
15/12-6 S	1195.00	0.00	UTSIRA FM	
15/12-6 S	1252.00	0.00	HORDALAND GP	
15/12-6 S	2311.00	0.00	ROGALAND GP	
15/12-6 S	2311.00	0.00	BALDER FM	
15/12-6 S	2323.00	0.00	SELE FM	
15/12-6 S	2351.00	0.00	LISTA FM	
15/12-6 S	2421.00	0.00	VÅLE FM	
15/12-6 S	2428.00	0.00	SHETLAND GP	
15/12-6 S	2428.00	0.00	TOR FM	
15/12-6 S	2548.00	0.00	HOD FM	
15/12-6 S	2708.00	0.00	BLODØKS FM	
15/12-6 S	2732.00	0.00	CROMER KNOLL GP	
15/12-6 S	2746.00	0.00	VIKING GP	
15/12-6 S	2746.00	0.00	DRAUPNE FM	
15/12-6 S	2834.00	0.00	HEATHER FM	
15/12-6 S	2871.00	0.00	VESTLAND GP	
15/12-6 S	2871.00	0.00	HUGIN MB	Changed from FM to MB
15/12-6 S	2949.00	0.00	SLEIPNER MB	Changed from FM to MB
15/12-6 S	2975.00	0.00	HEGRE GP	
15/12-6 S	2975.00	0.00	SKAGERRAK FM	
15/12-7 S	108.00	0.00	NORDLAND GP	
15/12-7 S	1129.00	0.00	UTSIRA FM	
15/12-7 S	1284.00	0.00	HORDALAND GP	
15/12-7 S	2358.00	0.00	ROGALAND GP	
15/12-7 S	2358.00	0.00	BALDER FM	
15/12-7 S	2379.00	0.00	SELE FM	
15/12-7 S	2460.00	0.00	LISTA FM	
15/12-7 S	2549.00	0.00	VÅLE FM	
15/12-7 S	2583.00	0.00	SHETLAND GP	
15/12-7 S	2583.00	0.00	EKOFISK FM	
15/12-7 S	2630.00	0.00	TOR FM	
15/12-7 S	2685.00	0.00	HOD FM	
15/12-7 S	2942.00	0.00	CROMER KNOLL GP	
15/12-7 S	2942.00	0.00	SOLA FM	
15/12-7 S	2975.00	0.00	ÅSGARD FM	
15/12-7 S	3008.00	0.00	VIKING GP	
15/12-7 S	3008.00	0.00	DRAUPNE FM	
15/12-7 S	3135.00	0.00	HEGRE GP	
15/12-7 S	3135.00	0.00	SKAGERRAK FM	
15/12-7 S	3460.00	0.00	ALKE FM	
15/12-7 S	3477.00	0.00	SMITH BANK FM	
15/12-8	110.00	0.00	NORDLAND GP	
15/12-8	1166.00	0.00	UTSIRA FM	
15/12-8	1207.00	0.00	HORDALAND GP	
15/12-8	2251.00	0.00	ROGALAND GP	
15/12-8	2251.00	0.00	BALDER FM	
15/12-8	2268.00	0.00	SELE FM	
15/12-8	2333.00	0.00	LISTA FM	
15/12-8	2441.00	0.00	VÅLE FM	
15/12-8	2464.00	0.00	SHETLAND GP	
15/12-8	2464.00	0.00	EKOFISK FM	
15/12-8	2496.00	0.00	TOR FM	
15/12-8	2626.00	0.00	HOD FM	
15/12-8	2738.00	0.00	BLODØKS FM	
15/12-8	2770.00	0.00	CROMER KNOLL GP	
15/12-8	2770.00	0.00	RØDBY FM	
15/12-8	2797.00	0.00	SOLA FM	
15/12-8	2829.00	0.00	VIKING GP	
15/12-8	2829.00	0.00	DRAUPNE FM	
15/12-8	2838.00	0.00	VESTLAND GP	
15/12-8	2854.00	0.00	SKAGERRAK FM	
15/12-8 A	110.00	0.00	NORDLAND GP	
15/12-8 A	1166.00	0.00	UTSIRA FM	
15/12-8 A	1207.00	0.00	HORDALAND GP	
15/12-8 A	2251.00	0.00	ROGALAND GP	
15/12-8 A	2251.00	0.00	BALDER FM	
15/12-8 A	2268.00	0.00	SELE FM	
15/12-8 A	2333.00	0.00	LISTA FM	
15/12-8 A	2441.00	0.00	VÅLE FM	
15/12-8 A	2464.00	0.00	SHETLAND GP	
15/12-8 A	2464.00	0.00	EKOFISK FM	
15/12-8 A	2496.00	0.00	TOR FM	
15/12-8 A	2626.00	0.00	HOD FM	
15/12-8 A	2736.00	0.00	BLODØKS FM	
15/12-8 A	2768.00	0.00	CROMER KNOLL GP	
15/12-8 A	2768.00	0.00	RØDBY FM	
15/12-8 A	2797.00	0.00	SOLA FM	
15/12-8 A	2827.00	0.00	VIKING GP	
15/12-8 A	2827.00	0.00	DRAUPNE FM	
15/12-8 A	2838.00	0.00	VESTLAND GP	
15/12-8 A	2856.00	0.00	HEGRE GP	
15/12-8 A	2856.00	0.00	SKAGERRAK FM	
15/12-9 S	3773.00	0.00	HEGRE GP	
15/12-9 S	3773.00	0.00	SKAGERRAK FM	
15/2-1	134.00	0.00	NORDLAND GP	
15/2-1	706.00	0.00	UTSIRA FM	
15/2-1	842.00	0.00	HORDALAND GP	
15/2-1	1150.00	0.00	SKADE FM	
15/2-1	1428.00	0.00	GRID FM	
15/2-1	2058.00	0.00	ROGALAND GP	
15/2-1	2058.00	0.00	BALDER FM	
15/2-1	2148.00	0.00	SELE FM	
15/2-1	2178.00	0.00	LISTA FM	
15/2-1	2236.00	0.00	HEIMDAL FM	
15/2-1	2572.00	0.00	TY FM	
15/2-1	2640.00	0.00	VÅLE FM	
15/2-1	2655.00	0.00	SHETLAND GP	
15/2-1	2655.00	0.00	EKOFISK FM	
15/2-1	2731.00	0.00	TOR FM	
15/2-1	2920.00	0.00	HOD FM	
15/2-1	3506.00	0.00	BLODØKS FM	
15/2-1	3551.00	0.00	HIDRA FM	
15/2-1	3668.00	0.00	CROMER KNOLL GP	
15/2-1	3668.00	0.00	RØDBY FM	
15/2-1	3733.00	0.00	SOLA FM	
15/2-1	3805.00	0.00	ÅSGARD FM	
15/2-1	3878.00	0.00	VIKING GP	
15/2-1	3878.00	0.00	DRAUPNE FM	
15/2-1	4211.00	0.00	HEATHER FM	
15/2-1	4356.00	0.00	VESTLAND GP	
15/2-1	4356.00	0.00	HUGIN FM	
15/2-1	4393.00	0.00	SLEIPNER FM	
15/2-1	4555.00	0.00	ZECHSTEIN GP	
15/3-3	5052.00	0.00	HEGRE GP	
15/3-3	5052.00	0.00	SKAGERRAK FM	
15/3-4	4044.00	0.00	HEGRE GP	
15/3-4	4044.00	0.00	SKAGERRAK FM	
15/3-6	128.00	0.00	NORDLAND GP	
15/3-6	695.00	0.00	UTSIRA FM	
15/3-6	910.00	0.00	HORDALAND GP	
15/3-6	1238.00	0.00	SKADE MB	Changed from FM to MB
15/3-6	1560.00	0.00	GRID MB	Changed from FM to MB
15/3-6	2110.00	0.00	ROGALAND GP	
15/3-6	2110.00	0.00	BALDER FM	
15/3-6	2207.00	0.00	SELE FM	
15/3-6	2266.00	0.00	HERMOD MB	Changed from FM to MB
15/3-6	2347.00	0.00	LISTA FM	
15/3-6	2379.00	0.00	HEIMDAL MB	Changed from FM to MB
15/3-6	2630.00	0.00	TY FM	
15/3-6	2715.00	0.00	VÅLE FM	
15/3-6	2725.00	0.00	SHETLAND GP	
15/3-6	2725.00	0.00	JORSALFARE FM	
15/3-7	127.00	0.00	NORDLAND GP	
15/3-7	655.00	0.00	UTSIRA FM	
15/3-7	668.00	0.00	HORDALAND GP	
15/3-7	1048.00	0.00	SKADE MB	Changed from FM to MB
15/3-7	1476.00	0.00	GRID MB	Changed from FM to MB
15/3-7	2164.00	0.00	ROGALAND GP	
15/3-7	2164.00	0.00	BALDER FM	
15/3-7	2230.00	0.00	SELE FM	
15/3-7	2280.00	0.00	LISTA FM	
15/3-7	2309.00	0.00	HEIMDAL MB	Changed from FM to MB
15/3-7	2589.00	0.00	TY FM	
15/3-7	2682.00	0.00	VÅLE FM	
15/3-7	2696.00	0.00	SHETLAND GP	
15/3-7	2696.00	0.00	JORSALFARE FM	
15/3-7	3117.00	0.00	KYRRE FM	
15/3-7	3327.00	0.00	TRYGGVASON FM	
15/3-7	3654.00	0.00	BLODØKS FM	
15/3-7	3668.00	0.00	SVARTE FM	
15/3-7	3752.00	0.00	CROMER KNOLL GP	
15/3-7	3752.00	0.00	RØDBY FM	
15/3-7	3867.00	0.00	SOLA FM	
15/3-7	3895.00	0.00	ÅSGARD FM	
15/3-7	4049.00	0.00	VIKING GP	
15/3-7	4049.00	0.00	DRAUPNE FM	
15/3-7	4502.00	0.00	HEATHER FM	
15/3-7	4607.00	0.00	VESTLAND GP	
15/3-7	4607.00	0.00	HUGIN MB	Changed from FM to MB
15/3-7	4793.00	0.00	SLEIPNER MB	Changed from FM to MB
15/3-8	133.00	0.00	NORDLAND GP	
15/3-8	658.00	0.00	UTSIRA FM	
15/3-8	858.00	0.00	HORDALAND GP	
15/3-8	1025.00	0.00	SKADE MB	Changed from FM to MB
15/3-8	1448.00	0.00	GRID MB	Changed from FM to MB
15/3-8	2164.00	0.00	ROGALAND GP	
15/3-8	2164.00	0.00	BALDER FM	
15/3-8	2223.00	0.00	SELE FM	
15/3-8	2277.00	0.00	LISTA FM	
15/3-8	2603.00	0.00	TY FM	
15/3-8	2740.00	0.00	SHETLAND GP	
15/3-8	2740.00	0.00	EKOFISK FM	
15/3-8	2792.00	0.00	JORSALFARE FM	
15/3-8	3213.00	0.00	KYRRE FM	
15/3-8	3341.00	0.00	TRYGGVASON FM	
15/3-8	3673.00	0.00	BLODØKS FM	
15/3-8	3686.00	0.00	SVARTE FM	
15/3-8	3794.00	0.00	CROMER KNOLL GP	
15/3-8	3859.00	0.00	SOLA FM	
15/3-8	3875.00	0.00	ÅSGARD FM	
15/3-8	3933.00	0.00	VIKING GP	
15/3-8	3933.00	0.00	DRAUPNE FM	
15/5-2	4114.00	0.00	HEGRE GP	
15/5-2	4114.00	0.00	SKAGERRAK FM	
15/5-5	137.00	0.00	NORDLAND GP	
15/5-5	718.00	0.00	UTSIRA FM	
15/5-5	893.00	0.00	HORDALAND GP	
15/5-5	1479.00	0.00	GRID MB	Changed from FM to MB
15/5-5	2027.00	0.00	ROGALAND GP	
15/5-5	2027.00	0.00	BALDER FM	
15/5-5	2076.00	0.00	SELE FM	
15/5-5	2127.00	0.00	LISTA FM	
15/5-5	2154.00	0.00	HEIMDAL MB	Changed from FM to MB
15/5-5	2491.00	0.00	VÅLE FM	
15/5-5	2501.00	0.00	TY FM	
15/5-5	2598.00	0.00	SHETLAND GP	
15/5-5	2598.00	0.00	EKOFISK FM	
15/5-6	133.00	0.00	NORDLAND GP	
15/5-6	728.00	0.00	UTSIRA FM	
15/5-6	898.00	0.00	HORDALAND GP	
15/5-6	1539.00	0.00	GRID MB	Changed from FM to MB
15/5-6	2045.00	0.00	ROGALAND GP	
15/5-6	2045.00	0.00	BALDER FM	
15/5-6	2098.00	0.00	SELE FM	
15/5-6	2145.00	0.00	LISTA FM	
15/5-6	2172.00	0.00	HEIMDAL MB	Changed from FM to MB
15/5-6	2592.00	0.00	VÅLE FM	
15/5-6	2616.00	0.00	TY FM	
15/5-6	2674.00	0.00	SHETLAND GP	
15/5-6	2674.00	0.00	EKOFISK FM	
15/6-1	125.00	0.00	NORDLAND GP	
15/6-1	768.00	0.00	UTSIRA FM	
15/6-1	996.00	0.00	HORDALAND GP	
15/6-2	3681.00	0.00	ALKE FM	
15/6-2	3681.00	0.00	HEGRE GP	
15/6-2	4105.00	0.00	SMITH BANK FM	
15/6-3	3719.00	0.00	HEGRE GP	
15/6-3	3719.00	0.00	SKAGERRAK FM	
15/6-4	3335.00	0.00	HEGRE GP	
15/6-4	3335.00	0.00	SKAGERRAK FM	
15/6-5	3760.00	0.00	HEGRE GP	
15/6-5	3760.00	0.00	SKAGERRAK FM	
15/6-6	135.00	0.00	NORDLAND GP	
15/6-6	812.00	0.00	UTSIRA FM	
15/6-6	1043.00	0.00	HORDALAND GP	
15/6-6	1185.00	0.00	SKADE MB	Changed from FM to MB
15/6-6	1917.00	0.00	GRID MB	Changed from FM to MB
15/6-6	2205.00	0.00	ROGALAND GP	
15/6-6	2205.00	0.00	BALDER FM	
15/6-6	2260.00	0.00	SELE FM	
15/6-6	2329.00	0.00	LISTA FM	
15/6-6	2353.00	0.00	HEIMDAL MB	Changed from FM to MB
15/6-6	2740.00	0.00	SHETLAND GP	
15/6-6	2740.00	0.00	EKOFISK FM	
15/6-6	2778.00	0.00	TOR FM	
15/6-6	3050.00	0.00	HOD FM	
15/6-6	3290.00	0.00	BLODØKS FM	
15/6-6	3354.00	0.00	SVARTE FM	
15/6-6	3377.00	0.00	CROMER KNOLL GP	
15/6-6	3398.00	0.00	VIKING GP	
15/6-6	3398.00	0.00	DRAUPNE FM	
15/6-6	3418.00	0.00	HEATHER FM	
15/6-6	3563.00	0.00	VESTLAND GP	
15/6-6	3563.00	0.00	HUGIN MB	Changed from FM to MB
15/6-6	3621.00	0.00	SLEIPNER MB	Changed from FM to MB
15/6-6	3655.00	0.00	HEGRE GP	
15/6-6	3655.00	0.00	SKAGERRAK FM	
15/6-7	132.00	0.00	NORDLAND GP	
15/6-7	772.00	0.00	UTSIRA FM	
15/6-7	993.00	0.00	HORDALAND GP	
15/6-7	1102.00	0.00	SKADE MB	Changed from FM to MB
15/6-7	1836.00	0.00	GRID MB	Changed from FM to MB
15/6-7	2258.00	0.00	ROGALAND GP	
15/6-7	2258.00	0.00	BALDER FM	
15/6-7	2302.00	0.00	SELE FM	
15/6-7	2369.00	0.00	LISTA FM	
15/6-7	2427.00	0.00	HEIMDAL MB	Changed from FM to MB
15/6-7	2645.00	0.00	VÅLE FM	
15/6-7	2676.00	0.00	SHETLAND GP	
15/6-7	2676.00	0.00	EKOFISK FM	
15/6-7	2740.00	0.00	TOR FM	
15/6-7	2984.00	0.00	HOD FM	
15/6-7	3188.00	0.00	BLODØKS FM	
15/6-7	3196.00	0.00	SVARTE FM	
15/6-7	3219.00	0.00	CROMER KNOLL GP	
15/6-7	3219.00	0.00	RØDBY FM	
15/6-7	3230.00	0.00	ÅSGARD FM	
15/6-7	3233.00	0.00	VIKING GP	
15/6-7	3233.00	0.00	DRAUPNE FM	
15/6-7	3353.00	0.00	HEATHER FM	
15/6-7	3391.00	0.00	VESTLAND GP	
15/6-7	3391.00	0.00	HUGIN MB	Changed from FM to MB
15/6-7	3430.00	0.00	HEGRE GP	
15/6-7	3430.00	0.00	SKAGERRAK FM	
15/6-7	3476.00	0.00	SMITH BANK FM	
15/6-8 A	127.00	0.00	NORDLAND GP	
15/6-8 A	773.00	0.00	UTSIRA FM	
15/6-8 A	1080.00	0.00	HORDALAND GP	
15/6-8 A	1177.00	0.00	SKADE MB	Changed from FM to MB
15/6-8 A	1811.00	0.00	GRID MB	Changed from FM to MB
15/6-8 A	2264.00	0.00	ROGALAND GP	
15/6-8 A	2264.00	0.00	BALDER FM	
15/6-8 A	2323.00	0.00	SELE FM	
15/6-8 A	2382.00	0.00	LISTA FM	
15/6-8 A	2431.00	0.00	HEIMDAL MB	Changed from FM to MB
15/6-8 S	127.00	0.00	NORDLAND GP	
15/6-8 S	773.00	0.00	UTSIRA FM	
15/6-8 S	1080.00	0.00	HORDALAND GP	
15/6-8 S	1178.00	0.00	SKADE MB	Changed from FM to MB
15/6-8 S	1811.00	0.00	GRID MB	Changed from FM to MB
15/6-8 S	2259.00	0.00	ROGALAND GP	
15/6-8 S	2259.00	0.00	BALDER FM	
15/6-8 S	2322.00	0.00	SELE FM	
15/6-8 S	2385.00	0.00	LISTA FM	
15/6-8 S	2433.00	0.00	HEIMDAL MB	Changed from FM to MB
15/6-8 S	2650.00	0.00	VÅLE FM	
15/6-8 S	2677.00	0.00	SHETLAND GP	
15/6-8 S	2677.00	0.00	EKOFISK FM	
15/6-8 S	2723.00	0.00	TOR FM	
15/6-8 S	2838.00	0.00	HOD FM	
15/6-8 S	3069.00	0.00	BLODØKS FM	
15/6-8 S	3075.00	0.00	SVARTE FM	
15/6-8 S	3085.00	0.00	CROMER KNOLL GP	
