Name,Alternate 1,UWI number,Quadrant,Block,Operator,Licence number,Intent,Intent - planned,Well status,Well content,Status,Content - planned,Type,Subsea,SPUD date,Completion date,Field,Predrilled entry date,Predrilled completion date,Drill permit,Discovery name,Discovery wellbore,KBE,Final vertical depth (TVD) [m RKB],Terminal depth,Water depth,Kick off point [m RKB],Location,Country,Facility,Drilling facility type,Drilling facility category,Licensing activity awarded in,Production facility,Multilateral,Entry year,Completed year,Reclassified from/to wellbore,Plot symbol,Geodatum,Latitude,Longitude,Surface Y,Surface X,UTM zone,Grid system,DISKOS Well Type,DISKOS Wellbore Parent,NPDID wellbore,NPDID discovery,NPDID field,Publication date,Release date,NPDID production licence drilled in,NPDID drilling facility,NPDID production facility,NPDID wellbore reclassified from,Date main level updated,Date all updated,Date sync NPD
2/1-A-6 A,2/1-A-6,1685,2,1,BP Norway Limited U.A.,019 B,PRODUCTION,PRODUCTION,PLUGGED,OIL,Plugged Oil,OIL,DEVELOPMENT, NO,1991-02-06 00:00:00.000,1991-03-05 00:00:00.000,GYDA,,,606-P,2/1-3 Gyda,NO,56.0,3960.0,4507.0,66.0,2712.0,NORTH SEA,NORWAY,GYDA,JACKET 6 LEGS,FIXED,1-A,GYDA,NO,1991,1991,,,ED50,56.904875,3.085228,6306941.46,505190.86,31,ED50 / UTM zone 31N,sidetrack           ,2/1-A-6                                 ,1685,44012,43492,,1993-03-05 00:00:00.000,20924,272337,272337.0,0,2019-12-09 00:00:00.000,2019-07-29 00:00:00.000,09.02.2020
2/1-A-7,2/1-A-7,1222,2,1,BP Norway Limited U.A.,019 B,PRODUCTION,PRODUCTION,PLUGGED,OIL,Plugged Oil,OIL,DEVELOPMENT, NO,1988-01-13 00:00:00.000,1988-03-10 00:00:00.000,GYDA,,,436-P,2/1-3 Gyda,NO,25.0,3956.0,4215.0,66.0,,NORTH SEA,NORWAY,VILDKAT EXPLORER,SEMISUB STEEL,MOVEABLE,1-A,GYDA,NO,1988,1988,,,ED50,56.904892,3.085197,6306943.32,505189.0,31,ED50 / UTM zone 31N,initial             ,                                        ,1222,44012,43492,,1990-03-10 00:00:00.000,20924,297028,272337.0,0,2019-12-09 00:00:00.000,2019-03-09 00:00:00.000,09.02.2020
2/1-A-7 A,2/1-A-7,5144,2,1,Talisman Energy Norge AS,019 B,PRODUCTION,PRODUCTION,PLUGGED,OIL,Plugged Oil,OIL,DEVELOPMENT, NO,2005-08-05 00:00:00.000,2005-10-04 00:00:00.000,GYDA,,,2584-P,2/1-3 Gyda,NO,56.0,3961.0,5163.0,65.5,2706.0,NORTH SEA,NORWAY,GYDA,JACKET 6 LEGS,FIXED,1-A,GYDA,NO,2005,2005,,,ED50,56.904892,3.085197,6306943.32,505189.0,31,ED50 / UTM zone 31N,sidetrack           ,2/1-A-7                                 ,5144,44012,43492,,2007-10-04 00:00:00.000,20924,272337,272337.0,0,2019-12-09 00:00:00.000,2015-10-06 00:00:00.000,09.02.2020
2/1-A-8,2/1-A-8,1210,2,1,BP Norway Limited U.A.,019 B,PRODUCTION,PRODUCTION,PLUGGED,OIL,Plugged Oil,OIL,DEVELOPMENT, NO,1987-11-18 00:00:00.000,1988-01-10 00:00:00.000,GYDA,,,430-P,2/1-3 Gyda,NO,25.0,3981.0,4220.0,66.0,,NORTH SEA,NORWAY,VILDKAT EXPLORER,SEMISUB STEEL,MOVEABLE,1-A,GYDA,NO,1987,1988,,,ED50,56.904908,3.085167,6306945.17,505187.14,31,ED50 / UTM zone 31N,initial             ,                                        ,1210,44012,43492,,1990-01-10 00:00:00.000,20924,297028,272337.0,0,2019-12-09 00:00:00.000,2019-03-09 00:00:00.000,09.02.2020
2/1-A-8 A,2/1-A-8,4620,2,1,BP Norge AS,019 B,PRODUCTION,PRODUCTION,PLUGGED,OIL,Plugged Oil,OIL,DEVELOPMENT, NO,2002-10-21 00:00:00.000,2002-12-15 00:00:00.000,GYDA,,,2189-P,2/1-3 Gyda,NO,56.0,3912.9,4751.0,65.5,2846.0,NORTH SEA,NORWAY,GYDA,JACKET 6 LEGS,FIXED,1-A,GYDA,NO,2002,2002,,,ED50,56.904908,3.085167,6306945.17,505187.14,31,ED50 / UTM zone 31N,sidetrack           ,2/1-A-8                                 ,4620,44012,43492,,2004-12-15 00:00:00.000,20924,272337,272337.0,0,2019-12-09 00:00:00.000,2015-10-06 00:00:00.000,09.02.2020
2/1-A-9,2/1-A-9,1797,2,1,BP Norway Limited U.A.,019 B,INJECTION,INJECTION,PLUGGED,WATER,Plugged Water,WATER,DEVELOPMENT, NO,1991-07-11 00:00:00.000,1991-08-21 00:00:00.000,GYDA,,,662-P,2/1-3 Gyda,NO,56.0,4098.0,4187.0,65.5,,NORTH SEA,NORWAY,GYDA,JACKET 6 LEGS,FIXED,1-A,GYDA,NO,1991,1991,,,ED50,56.904842,3.085167,6306937.75,505187.15,31,ED50 / UTM zone 31N,initial             ,                                        ,1797,44012,43492,,1993-08-21 00:00:00.000,20924,272337,272337.0,0,2019-12-09 00:00:00.000,2019-07-29 00:00:00.000,09.02.2020
2/1-A-9 A,2/1-A-9,5635,2,1,Talisman Energy Norge AS,019 B,INJECTION,INJECTION,PLUGGED,WATER,Plugged Water,WATER,DEVELOPMENT, NO,2007-09-29 00:00:00.000,2007-10-12 00:00:00.000,GYDA,,,2903-P,2/1-3 Gyda,NO,56.0,4105.0,4202.0,65.5,3781.0,NORTH SEA,NORWAY,GYDA,JACKET 6 LEGS,FIXED,1-A,GYDA,NO,2007,2007,,,ED50,56.904842,3.085167,6306937.75,505187.15,31,ED50 / UTM zone 31N,initial             ,                                        ,5635,44012,43492,,2009-10-12 00:00:00.000,20924,272337,272337.0,0,2019-12-09 00:00:00.000,2015-10-06 00:00:00.000,09.02.2020
2/1-A-10,2/1-A-10,1852,2,1,Talisman Energy Norge AS,019 B,PRODUCTION,PRODUCTION,CLOSED,OIL,Closed Oil,OIL,DEVELOPMENT, NO,2008-01-22 00:00:00.000,2008-05-05 00:00:00.000,GYDA,,,2926-P,2/1-3 Gyda,NO,56.0,4254.0,7273.0,65.5,,NORTH SEA,NORWAY,GYDA,JACKET 6 LEGS,FIXED,1-A,GYDA,NO,2008,2008,,,ED50,56.904858,3.085197,6306939.6,505189.01,31,ED50 / UTM zone 31N,initial             ,                                        ,1852,44012,43492,,2010-05-05 00:00:00.000,20924,272337,272337.0,0,2019-12-09 00:00:00.000,2015-10-06 00:00:00.000,09.02.2020
2/1-A-11,2/1-A-11,2214,2,1,BP Norway Limited U.A.,019 B,INJECTION,INJECTION,CLOSED,WATER,Closed Water,WATER,DEVELOPMENT, NO,1994-08-25 00:00:00.000,1994-10-06 00:00:00.000,GYDA,,,951-P,2/1-3 Gyda,NO,56.0,4107.0,4801.0,66.0,,NORTH SEA,NORWAY,GYDA,JACKET 6 LEGS,FIXED,1-A,GYDA,NO,1994,1994,,,ED50,56.904875,3.085169,6306941.46,505187.31,31,ED50 / UTM zone 31N,initial             ,                                        ,2214,44012,43492,,1996-10-06 00:00:00.000,20924,272337,272337.0,0,2019-12-09 00:00:00.000,2019-03-09 00:00:00.000,09.02.2020
2/1-A-12,2/1-A-12,2818,2,1,BP Norway Limited U.A.,019 B,INJECTION,INJECTION,PLUGGED,WATER,Plugged Water,WATER,DEVELOPMENT, NO,1996-05-09 00:00:00.000,1996-07-29 00:00:00.000,GYDA,,,1156-P,2/1-3 Gyda,NO,56.0,4250.0,6024.0,66.0,,NORTH SEA,NORWAY,GYDA,JACKET 6 LEGS,FIXED,1-A,GYDA,NO,1996,1996,,,ED50,56.904892,3.085136,6306943.31,505185.28,31,ED50 / UTM zone 31N,initial             ,                                        ,2818,44012,43492,,1998-07-29 00:00:00.000,20924,272337,272337.0,0,2019-12-09 00:00:00.000,2016-05-31 00:00:00.000,09.02.2020
2/1-A-13,2/1-A-13,1674,2,1,BP Norway Limited U.A.,019 B,PRODUCTION,PRODUCTION,CLOSED,OIL,Closed Oil,OIL,DEVELOPMENT, NO,1994-02-01 00:00:00.000,1995-05-08 00:00:00.000,GYDA,,,630-P,2/1-9 Gyda Sør,NO,56.0,4135.0,7268.0,66.0,,NORTH SEA,NORWAY,GYDA,JACKET 6 LEGS,FIXED,1-A,GYDA,NO,1994,1995,,,ED50,56.904825,3.0852,6306935.89,505189.18,31,ED50 / UTM zone 31N,initial             ,                                        ,1674,44018,43492,,1997-05-08 00:00:00.000,20924,272337,272337.0,0,2019-12-09 00:00:00.000,2019-03-09 00:00:00.000,09.02.2020
2/1-A-14,2/1-A-14,2047,2,1,BP Norway Limited U.A.,019 B,PRODUCTION,PRODUCTION,PLUGGED,DRY,Plugged Dry,OIL,DEVELOPMENT, NO,1992-11-16 00:00:00.000,1992-12-19 00:00:00.000,GYDA,,,756-P,2/1-3 Gyda,NO,56.0,3943.0,4130.0,66.0,,NORTH SEA,NORWAY,GYDA,JACKET 6 LEGS,FIXED,1-A,GYDA,NO,1992,1992,,,ED50,56.904842,3.085167,6306937.75,505187.15,31,ED50 / UTM zone 31N,initial             ,                                        ,2047,44012,43492,,1994-12-19 00:00:00.000,20924,272337,272337.0,0,2019-12-09 00:00:00.000,2019-03-09 00:00:00.000,09.02.2020
2/1-A-14 A,2/1-A-14,2784,2,1,BP Norway Limited U.A.,019 B,PRODUCTION,PRODUCTION,PLUGGED,OIL,Plugged Oil,OIL,DEVELOPMENT, NO,1996-03-20 00:00:00.000,1996-04-22 00:00:00.000,GYDA,,,1137-P,2/1-3 Gyda,NO,56.0,4100.0,4747.0,66.0,2615.0,NORTH SEA,NORWAY,GYDA,JACKET 6 LEGS,FIXED,1-A,GYDA,NO,1996,1996,,,ED50,56.904842,3.085167,6306937.75,505187.15,31,ED50 / UTM zone 31N,sidetrack           ,2/1-A-14                                ,2784,44012,43492,,1998-04-22 00:00:00.000,20924,272337,272337.0,0,2019-12-09 00:00:00.000,2015-10-06 00:00:00.000,09.02.2020
2/1-A-14 B,2/1-A-14,4553,2,1,BP Norge AS,019 B,PRODUCTION,PRODUCTION,PLUGGED,DRY,Plugged Dry,OIL,DEVELOPMENT, NO,2002-06-14 00:00:00.000,2002-10-13 00:00:00.000,GYDA,,,2135-P,2/1-3 Gyda,NO,56.0,4149.0,5444.0,65.5,1012.0,NORTH SEA,NORWAY,GYDA,JACKET 6 LEGS,FIXED,1-A,GYDA,NO,2002,2002,,,ED50,56.904842,3.085167,6306937.75,505187.15,31,ED50 / UTM zone 31N,sidetrack           ,2/1-A-14 A                              ,4553,44012,43492,,2004-10-13 00:00:00.000,20924,272337,272337.0,0,2019-12-09 00:00:00.000,2015-10-06 00:00:00.000,09.02.2020
2/1-A-14 C,2/1-A-14,5535,2,1,Talisman Energy Norge AS,019 B,INJECTION,INJECTION,CLOSED,WATER,Closed Water,WATER,DEVELOPMENT, NO,2007-04-29 00:00:00.000,2007-05-09 00:00:00.000,GYDA,,,2844-P,2/1-3 Gyda,NO,56.0,4180.0,5631.0,65.5,5442.0,NORTH SEA,NORWAY,GYDA,JACKET 6 LEGS,FIXED,1-A,GYDA,NO,2007,2007,,,ED50,56.904842,3.085167,6306937.75,505187.15,31,ED50 / UTM zone 31N,sidetrack           ,2/1-A-14 B                              ,5535,44012,43492,,2009-05-09 00:00:00.000,20924,272337,272337.0,0,2019-12-09 00:00:00.000,2015-10-06 00:00:00.000,09.02.2020
2/1-A-15,2/1-A-15,1980,2,1,BP Norway Limited U.A.,019 B,PRODUCTION,PRODUCTION,PRODUCING,OIL,Producing Oil,OIL,DEVELOPMENT, NO,1992-06-24 00:00:00.000,1992-07-26 00:00:00.000,GYDA,,,722-P,2/1-3 Gyda,NO,56.0,4113.0,4360.0,66.0,,NORTH SEA,NORWAY,GYDA,JACKET 6 LEGS,FIXED,1-A,GYDA,NO,1992,1992,,,ED50,56.904858,3.085139,6306939.6,505185.45,31,ED50 / UTM zone 31N,initial             ,                                        ,1980,44012,43492,,1994-07-26 00:00:00.000,20924,272337,272337.0,0,2019-12-09 00:00:00.000,2019-03-09 00:00:00.000,09.02.2020
2/1-A-16,2/1-A-16,1863,2,1,BP Norway Limited U.A.,019 B,INJECTION,INJECTION,PLUGGED,WATER,Plugged Water,WATER,DEVELOPMENT, NO,1991-10-26 00:00:00.000,1992-01-03 00:00:00.000,GYDA,,,676-P,2/1-3 Gyda,NO,56.0,4255.0,4972.0,65.5,,NORTH SEA,NORWAY,GYDA,JACKET 6 LEGS,FIXED,1-A,GYDA,NO,1991,1992,,,ED50,56.904875,3.085106,6306941.45,505183.42,31,ED50 / UTM zone 31N,initial             ,                                        ,1863,44012,43492,,1994-01-03 00:00:00.000,20924,272337,272337.0,0,2019-12-09 00:00:00.000,2019-03-09 00:00:00.000,09.02.2020
2/1-A-16 AY2,2/1-A-16,2048,2,1,Talisman Energy Norge AS,019 B,PRODUCTION,PRODUCTION,PLUGGED,OIL,Plugged Oil,OIL,DEVELOPMENT, NO,2004-12-01 00:00:00.000,2004-12-08 00:00:00.000,GYDA,,,2445-P2,2/1-3 Gyda,NO,56.0,4109.0,5102.0,65.5,4784.0,NORTH SEA,NORWAY,GYDA,JACKET 6 LEGS,FIXED,1-A,GYDA,YES,2004,2004,,,ED50,56.904875,3.085106,6306941.45,505183.42,31,ED50 / UTM zone 31N,multilateral        ,2/1-A-16 AY1                            ,2048,44012,43492,,2006-12-08 00:00:00.000,20924,272337,272337.0,0,2019-12-09 00:00:00.000,2015-10-06 00:00:00.000,09.02.2020
2/1-A-16 AY1,2/1-A-16,4961,2,1,Talisman Energy Norge AS,019 B,PRODUCTION,PRODUCTION,PLUGGED,OIL,Plugged Oil,OIL,DEVELOPMENT, NO,2004-07-20 00:00:00.000,2004-11-30 00:00:00.000,GYDA,,,2445-P1,2/1-3 Gyda,NO,56.0,4126.0,4978.0,65.5,3372.0,NORTH SEA,NORWAY,GYDA,JACKET 6 LEGS,FIXED,1-A,GYDA,YES,2004,2004,,,ED50,56.904875,3.085106,6306941.45,505183.42,31,ED50 / UTM zone 31N,multilateral        ,2/1-A-16                                ,4961,44012,43492,,2006-11-30 00:00:00.000,20924,272337,272337.0,0,2019-12-09 00:00:00.000,2015-10-06 00:00:00.000,09.02.2020
2/1-A-16 B,2/1-A-16,6051,2,1,Talisman Energy Norge AS,019 B,PRODUCTION,PRODUCTION,CLOSED,OIL,Closed Oil,OIL,DEVELOPMENT, NO,2009-02-14 00:00:00.000,2009-03-31 00:00:00.000,GYDA,,,3072-P,2/1-3 Gyda,NO,56.0,4083.0,4938.0,65.5,965.0,NORTH SEA,NORWAY,GYDA,JACKET 6 LEGS,FIXED,1-A,GYDA,NO,2009,2009,,,ED50,56.904875,3.085106,6306941.45,505183.42,31,ED50 / UTM zone 31N,sidetrack           ,2/1-A-16 AY2                            ,6051,44012,43492,,2011-03-31 00:00:00.000,20924,272337,272337.0,0,2019-12-09 00:00:00.000,2015-10-06 00:00:00.000,09.02.2020
2/1-A-17,2/1-A-17,1675,2,1,BP Norway Limited U.A.,019 B,INJECTION,INJECTION,PLUGGED,WATER,Plugged Water,WATER,DEVELOPMENT, NO,1990-12-05 00:00:00.000,1991-01-23 00:00:00.000,GYDA,,,608-P,2/1-3 Gyda,NO,56.0,4100.0,4423.0,66.0,,NORTH SEA,NORWAY,GYDA,JACKET 6 LEGS,FIXED,1-A,GYDA,NO,1990,1991,,,ED50,56.904808,3.085167,6306934.04,505187.15,31,ED50 / UTM zone 31N,initial             ,                                        ,1675,44012,43492,,1993-01-23 00:00:00.000,20924,272337,272337.0,0,2019-12-09 00:00:00.000,2019-07-29 00:00:00.000,09.02.2020
2/1-A-17 A,2/1-A-17,4876,2,1,Talisman Energy Norge AS,019 B,PRODUCTION,PRODUCTION,PLUGGED,OIL,Plugged Oil,OIL,DEVELOPMENT, NO,2004-03-01 00:00:00.000,2004-05-10 00:00:00.000,GYDA,,,2379-P,2/1-3 Gyda,NO,56.0,3738.0,5354.0,65.5,1112.0,NORTH SEA,NORWAY,GYDA,JACKET 6 LEGS,FIXED,1-A,GYDA,NO,2004,2004,,,ED50,56.904808,3.085167,6306934.04,505187.15,31,ED50 / UTM zone 31N,sidetrack           ,2/1-A-17                                ,4876,44012,43492,,2006-05-10 00:00:00.000,20924,272337,272337.0,0,2019-12-09 00:00:00.000,2015-10-06 00:00:00.000,09.02.2020
2/1-A-18,2/1-A-18,2140,2,1,BP Norway Limited U.A.,019 B,PRODUCTION,PRODUCTION,PLUGGED,OIL,Plugged Oil,OIL,DEVELOPMENT, NO,1993-05-22 00:00:00.000,1993-09-08 00:00:00.000,GYDA,,,815-P,2/1-3 Gyda,NO,56.0,4100.0,4622.0,66.0,,NORTH SEA,NORWAY,GYDA,JACKET 6 LEGS,FIXED,1-A,GYDA,NO,1993,1993,,,ED50,56.904825,3.085142,6306935.89,505185.63,31,ED50 / UTM zone 31N,initial             ,                                        ,2140,44012,43492,,1995-09-08 00:00:00.000,20924,272337,272337.0,0,2020-01-08 00:00:00.000,2019-03-09 00:00:00.000,09.02.2020
2/1-A-19,2/1-A-19,1910,2,1,BP Norway Limited U.A.,019 B,PRODUCTION,PRODUCTION,PLUGGED,OIL,Plugged Oil,OIL,DEVELOPMENT, NO,1992-01-10 00:00:00.000,1992-03-08 00:00:00.000,GYDA,,,691-P,2/1-3 Gyda,NO,56.0,4193.0,4580.0,65.5,,NORTH SEA,NORWAY,GYDA,JACKET 6 LEGS,FIXED,1-A,GYDA,NO,1992,1992,,,ED50,56.904839,3.085106,6306937.43,505183.43,31,ED50 / UTM zone 31N,initial             ,                                        ,1910,44012,43492,,1994-03-08 00:00:00.000,20924,272337,272337.0,0,2019-12-09 00:00:00.000,2019-03-09 00:00:00.000,09.02.2020
2/1-A-19 A,2/1-A-19,6496,2,1,Talisman Energy Norge AS,019 B,PRODUCTION,PRODUCTION,CLOSED,OIL,Closed Oil,OIL,DEVELOPMENT, NO,2010-11-14 00:00:00.000,2010-11-25 00:00:00.000,GYDA,,,3302-P,2/1-3 Gyda,NO,56.0,4234.0,4630.0,65.5,4133.0,NORTH SEA,NORWAY,GYDA,JACKET 6 LEGS,FIXED,1-A,GYDA,NO,2010,2010,,,ED50,56.904839,3.085106,6306937.43,505183.43,31,ED50 / UTM zone 31N,sidetrack           ,2/1-A-19                                ,6496,44012,43492,,2012-11-25 00:00:00.000,20924,272337,272337.0,0,2019-12-09 00:00:00.000,2015-10-06 00:00:00.000,09.02.2020
2/1-A-20,2/1-A-20,2127,2,1,BP Norway Limited U.A.,019 B,INJECTION,PRODUCTION,PLUGGED,WATER,Plugged Water,OIL,DEVELOPMENT, NO,1993-04-07 00:00:00.000,1993-05-15 00:00:00.000,GYDA,,,798-P,2/1-3 Gyda,NO,56.0,4024.0,4387.0,66.0,,NORTH SEA,NORWAY,GYDA,JACKET 6 LEGS,FIXED,1-A,GYDA,NO,1993,1993,,,ED50,56.904856,3.085078,6306939.29,505181.73,31,ED50 / UTM zone 31N,initial             ,                                        ,2127,44012,43492,,1995-05-15 00:00:00.000,20924,272337,272337.0,0,2019-12-09 00:00:00.000,2019-03-09 00:00:00.000,09.02.2020
2/1-A-21,2/1-A-21,2722,2,1,BP Norway Limited U.A.,019 B,INJECTION,INJECTION,PLUGGED,WATER,Plugged Water,WATER,DEVELOPMENT, NO,1997-11-27 00:00:00.000,1998-06-05 00:00:00.000,GYDA,,,1384-P,2/1-3 Gyda,NO,56.0,4123.0,8417.0,66.0,,NORTH SEA,NORWAY,GYDA,JACKET 6 LEGS,FIXED,1-A,GYDA,NO,1997,1998,,,ED50,56.904792,3.085136,6306932.18,505185.29,31,ED50 / UTM zone 31N,initial             ,                                        ,2722,44012,43492,,2000-06-05 00:00:00.000,20924,272337,272337.0,0,2020-01-03 00:00:00.000,2016-05-24 00:00:00.000,09.02.2020
2/1-A-22,2/1-A-22,1796,2,1,BP Norway Limited U.A.,019 B,INJECTION,PRODUCTION,PLUGGED,WATER,Plugged Water,OIL,DEVELOPMENT, NO,1991-09-04 00:00:00.000,1991-10-16 00:00:00.000,GYDA,,,669-P,2/1-3 Gyda,NO,56.0,4214.0,4441.0,66.0,,NORTH SEA,NORWAY,GYDA,JACKET 6 LEGS,FIXED,1-A,GYDA,NO,1991,1991,,,ED50,56.904806,3.085111,6306933.72,505183.77,31,ED50 / UTM zone 31N,initial             ,                                        ,1796,44012,43492,,1993-10-16 00:00:00.000,20924,272337,272337.0,0,2019-12-09 00:00:00.000,2019-07-29 00:00:00.000,09.02.2020
2/1-A-23,2/1-A-23,1676,2,1,BP Norway Limited U.A.,019 B,PRODUCTION,PRODUCTION,CLOSED,OIL,Closed Oil,OIL,DEVELOPMENT, NO,1991-04-18 00:00:00.000,1991-06-29 00:00:00.000,GYDA,,,636-P,2/1-3 Gyda,NO,56.0,4307.0,4975.0,66.0,,NORTH SEA,NORWAY,GYDA,JACKET 6 LEGS,FIXED,1-A,GYDA,NO,1991,1991,,,ED50,56.904825,3.085081,6306935.89,505181.9,31,ED50 / UTM zone 31N,initial             ,                                        ,1676,44012,43492,,1993-06-29 00:00:00.000,20924,272337,272337.0,0,2019-12-09 00:00:00.000,2019-07-29 00:00:00.000,09.02.2020
2/1-A-24,2/1-A-24,2028,2,1,BP Norway Limited U.A.,019 B,INJECTION,INJECTION,PLUGGED,NOT APPLICABLE,Plugged,WATER,DEVELOPMENT, NO,1992-09-18 00:00:00.000,1992-11-14 00:00:00.000,GYDA,,,740-P,2/1-3 Gyda,NO,56.0,4377.0,5423.0,66.0,,NORTH SEA,NORWAY,GYDA,JACKET 6 LEGS,FIXED,1-A,GYDA,NO,1992,1992,,,ED50,56.904839,3.08505,6306937.43,505180.04,31,ED50 / UTM zone 31N,initial             ,                                        ,2028,44012,43492,,1994-11-14 00:00:00.000,20924,272337,272337.0,0,2019-12-09 00:00:00.000,2019-03-09 00:00:00.000,09.02.2020
2/1-A-24 A,2/1-A-24,2073,2,1,BP Norway Limited U.A.,019 B,PRODUCTION,PRODUCTION,PLUGGED,OIL,Plugged Oil,OIL,DEVELOPMENT, NO,1992-12-25 00:00:00.000,1993-01-30 00:00:00.000,GYDA,,,768-P,2/1-3 Gyda,NO,56.0,4342.0,5115.0,66.0,3439.0,NORTH SEA,NORWAY,GYDA,JACKET 6 LEGS,FIXED,1-A,GYDA,NO,1992,1993,,,ED50,56.904839,3.08505,6306937.43,505180.04,31,ED50 / UTM zone 31N,sidetrack           ,2/1-A-24                                ,2073,44012,43492,,1995-01-30 00:00:00.000,20924,272337,272337.0,0,2019-12-09 00:00:00.000,2019-03-09 00:00:00.000,09.02.2020
2/1-A-24 B,2/1-A-24,2638,2,1,BP Norway Limited U.A.,019 B,INJECTION,INJECTION,CLOSED,WATER,Closed Water,WATER,DEVELOPMENT, NO,1995-08-21 00:00:00.000,1995-10-07 00:00:00.000,GYDA,,,1056-P,2/1-3 Gyda,NO,56.0,4235.0,5200.0,66.0,3238.0,NORTH SEA,NORWAY,GYDA,JACKET 6 LEGS,FIXED,1-A,GYDA,NO,1995,1995,,,ED50,56.904839,3.08505,6306937.43,505180.04,31,ED50 / UTM zone 31N,sidetrack           ,2/1-A-24 A                              ,2638,44012,43492,,1997-10-07 00:00:00.000,20924,272337,272337.0,0,2019-12-09 00:00:00.000,2019-03-09 00:00:00.000,09.02.2020
2/1-A-25,2/1-A-25,2756,2,1,BP Norway Limited U.A.,019 B,PRODUCTION,PRODUCTION,PLUGGED,OIL,Plugged Oil,OIL,DEVELOPMENT, NO,1996-01-22 00:00:00.000,1996-03-04 00:00:00.000,GYDA,,,1119-P,2/1-3 Gyda,NO,56.0,3967.0,5370.0,66.0,,NORTH SEA,NORWAY,GYDA,JACKET 6 LEGS,FIXED,1-A,GYDA,NO,1996,1996,,,ED50,56.904775,3.085106,6306930.32,505183.43,31,ED50 / UTM zone 31N,initial             ,                                        ,2756,44012,43492,,1998-03-04 00:00:00.000,20924,272337,272337.0,0,2019-12-09 00:00:00.000,2015-10-06 00:00:00.000,09.02.2020
2/1-A-25 A,2/1-A-25,6482,2,1,Talisman Energy Norge AS,019 B,PRODUCTION,PRODUCTION,PLUGGED,OIL,Plugged Oil,OIL,DEVELOPMENT, NO,2011-01-31 00:00:00.000,2011-05-06 00:00:00.000,GYDA,,,3296-P,2/1-3 Gyda,NO,56.0,4284.0,7115.0,65.5,334.0,NORTH SEA,NORWAY,GYDA,JACKET 6 LEGS,FIXED,1-A,GYDA,NO,2011,2011,,,ED50,56.904775,3.085106,6306930.32,505183.43,31,ED50 / UTM zone 31N,sidetrack           ,2/1-A-25                                ,6482,44012,43492,,2013-05-06 00:00:00.000,20924,272337,272337.0,0,2020-02-01 00:00:00.000,2015-10-06 00:00:00.000,09.02.2020
2/1-A-26,2/1-A-26,1851,2,1,BP Norway Limited U.A.,019 B,PRODUCTION,PRODUCTION,CLOSED,OIL,Closed Oil,OIL,DEVELOPMENT, NO,1992-08-03 00:00:00.000,1992-09-12 00:00:00.000,GYDA,,,732-P,2/1-3 Gyda,NO,56.0,4075.0,4172.0,66.0,,NORTH SEA,NORWAY,GYDA,JACKET 6 LEGS,FIXED,1-A,GYDA,NO,1992,1992,,,ED50,56.904792,3.085081,6306932.17,505181.91,31,ED50 / UTM zone 31N,initial             ,                                        ,1851,44012,43492,,1994-09-12 00:00:00.000,20924,272337,272337.0,0,2019-12-09 00:00:00.000,2019-07-29 00:00:00.000,09.02.2020
2/1-A-27,2/1-A-27,1795,2,1,BP Norway Limited U.A.,019 B,INJECTION,INJECTION,PLUGGED,WATER,Plugged Water,WATER,DEVELOPMENT, NO,1992-04-24 00:00:00.000,1992-06-14 00:00:00.000,GYDA,,,707-P,2/1-3 Gyda,NO,56.0,4313.0,4820.0,66.0,,NORTH SEA,NORWAY,GYDA,JACKET 6 LEGS,FIXED,1-A,GYDA,NO,1992,1992,,,ED50,56.904808,3.08505,6306934.03,505180.05,31,ED50 / UTM zone 31N,initial             ,                                        ,1795,44012,43492,,1994-06-14 00:00:00.000,20924,272337,272337.0,0,2019-12-09 00:00:00.000,2019-03-09 00:00:00.000,09.02.2020
2/1-A-27 A,2/1-A-27,5689,2,1,Talisman Energy Norge AS,019 B,PRODUCTION,PRODUCTION,PRODUCING,OIL,Producing Oil,OIL,DEVELOPMENT, NO,2007-11-10 00:00:00.000,2007-12-11 00:00:00.000,GYDA,,,2908-P,2/1-3 Gyda,NO,56.0,4153.0,4452.0,66.0,1039.0,NORTH SEA,NORWAY,GYDA,JACKET 6 LEGS,FIXED,1-A,GYDA,NO,2007,2007,,,ED50,56.904808,3.08505,6306934.03,505180.05,31,ED50 / UTM zone 31N,sidetrack           ,2/1-A-27                                ,5689,44012,43492,,2009-12-11 00:00:00.000,20924,272337,272337.0,0,2019-12-09 00:00:00.000,2015-10-06 00:00:00.000,09.02.2020
2/1-A-28,2/1-A-28,2563,2,1,BP Norway Limited U.A.,019 B,PRODUCTION,PRODUCTION,PLUGGED,OIL,Plugged Oil,OIL,DEVELOPMENT, NO,1995-10-30 00:00:00.000,1995-12-31 00:00:00.000,GYDA,,,1034-P,2/1-3 Gyda,NO,56.0,4140.0,4968.0,65.5,,NORTH SEA,NORWAY,GYDA,JACKET 6 LEGS,FIXED,1-A,GYDA,NO,1995,1995,,,ED50,56.904825,3.085008,6306935.88,505177.51,31,ED50 / UTM zone 31N,initial             ,                                        ,2563,44012,43492,,1997-12-31 00:00:00.000,20924,272337,272337.0,0,2019-12-09 00:00:00.000,2016-06-06 00:00:00.000,09.02.2020
