Well,Test number,Top depth,Base depth,Choke size [mm],Final shut-in pressure [MPa],Final flow pressure [MPa],Bottom hole pressure [MPa],Oil [Sm3/day],Gas [Sm3/day],Oil density [g/cm3],Gas grav. rel.air,GOR [m3/m3],Downhole temperature [°C]
34/7-3,3.0,2440.5,2449.0,12.7,0.0,0.0,0.0,1370,43872,0.838,0.0,32,0
34/7-4,1.0,2547.0,2563.0,9.5,192.0,131.0,385.0,865,35000,0.833,0.74,33,0
34/7-5,1.0,2502.5,2512.0,9.5,13.0,9.0,36.0,318,46000,0.085,0.76,145,0
34/7-5,2.0,2502.0,2512.0,9.5,0.0,11.0,0.0,262,4000,0.845,0.0,151,0
34/7-6,1.0,2687.0,2679.0,12.7,0.0,0.0,0.0,0,0,0.0,0.0,0,0
34/7-6,1.1,2687.0,2679.0,12.0,0.0,560.0,31.0,0,0,0.0,0.0,1,0
34/7-6,2.0,2549.5,2572.5,7.9,0.0,0.0,36.0,522,3000,0.834,0.862,63,0
34/7-6,3.0,2518.5,2522.5,6.3,0.0,18.0,35.0,391,0,0.837,0.0,0,0
34/7-6,3.1,2526.5,2536.5,14.3,0.0,15.0,37.0,1725,83000,0.836,0.745,48,0
34/7-7,1.0,2561.5,2569.5,14.3,0.0,0.0,0.0,1720,44720,0.84,0.0,26,0
34/7-7,2.0,2614.8,2611.8,17.5,36.0,26.0,26.0,1001,39400,0.84,0.0,39,0
34/7-8,1.1,2359.0,2374.0,6.4,2.6,0.0,19.0,64,3520,0.855,0.0,55,0
34/7-8,1.2,2359.0,2374.0,19.1,1.0,0.0,43.0,120,5520,0.851,0.0,46,0
34/7-8,3.0,2334.0,2329.0,6.4,14.0,9.0,41.0,272,14144,0.84,0.0,52,86
34/7-8,4.0,2284.0,2276.0,17.5,14.0,0.0,48.0,1337,70861,0.83,0.0,53,85
34/7-9,1.0,2553.5,2500.5,15.9,35.0,9.0,33.0,896,79000,0.839,0.778,88,92
34/7-9,1.1,2536.0,2527.0,15.9,0.0,0.0,0.0,1135,109000,0.835,0.805,96,93
34/7-9,1.2,2515.0,2506.0,15.9,0.0,0.0,0.0,893,79000,0.835,0.795,89,94
34/7-9,1.3,2504.0,2501.0,15.9,0.0,0.0,0.0,896,79000,0.838,0.805,88,95
34/8-1,1.0,2880.0,2900.0,11.1,0.0,0.0,42.2,0,2400,0.0,0.62,3,106
34/8-1,2.0,2845.1,2857.1,9.5,0.0,0.0,41.6,429,248000,0.834,0.66,579,105
34/8-1,3.0,2767.9,2806.9,19.0,0.0,0.0,41.4,447,952110,0.745,0.67,2130,102
34/8-10 S,1.0,3039.0,3052.0,17.4,0.0,0.0,0.0,1180,414000,0.823,0.755,350,114
34/8-11,1.0,2942.0,2956.0,15.8,0.0,0.0,0.0,1142,285300,0.841,0.755,250,111
34/8-11,2.0,2913.0,2956.0,15.8,0.0,0.0,0.0,1135,291800,0.839,0.735,257,112
34/8-3,1.0,2935.0,2947.0,4.8,0.0,0.0,0.0,68,18200,0.847,0.635,268,109
34/8-3,2.0,2905.0,2921.0,28.6,0.0,0.0,0.0,613,1540000,0.775,0.64,2520,110
34/8-3,3.0,2868.0,2880.0,25.4,0.0,0.0,0.0,554,1540000,0.782,0.648,2776,110
34/8-3 A,1.0,3087.0,3093.0,12.7,0.0,0.0,0.0,746,153000,0.85,0.646,205,0
34/8-3 A,1.1,3071.6,3093.0,12.7,0.0,0.0,0.0,782,156000,0.85,0.65,199,0
34/8-4 A,1.0,3323.0,3341.0,14.2,23.0,0.0,49.0,936,211536,0.815,0.77,226,118
34/8-4 A,2.0,3214.0,3228.0,12.7,1.0,0.0,7.0,35,15680,0.8,0.81,448,105
34/8-4 A,3.0,3160.0,3184.0,19.0,11.0,0.0,27.0,821,170768,0.82,0.74,208,113
34/8-4 A,4.0,3056.0,3108.0,12.7,26.0,0.0,45.0,831,181158,0.821,0.74,218,110
34/8-4 A,5.0,2988.0,3019.0,14.3,26.0,0.0,44.0,992,225184,0.82,0.74,227,109
34/8-4 S,1.0,3219.0,3241.0,15.8,17.0,0.0,0.0,441,410130,0.782,0.728,930,113
34/8-4 S,2.1,3133.0,3143.0,17.4,25.0,0.0,0.0,754,605000,0.788,0.734,803,114
34/8-4 S,2.2,3066.0,3142.0,20.6,23.0,0.0,0.0,985,792000,0.785,0.739,805,112
34/8-4 S,3.0,3000.0,3017.0,21.4,20.0,0.0,0.0,908,708000,0.777,0.738,781,110
34/8-4 S,4.0,2903.0,2917.0,25.4,6.0,0.0,0.0,205,480000,0.77,0.69,2418,0
34/8-7 R,1.0,5118.0,5210.0,6.3,0.0,0.0,86.4,0,0,0.0,0.0,0,170
34/8-7 R,2.0,4671.0,4731.0,19.0,0.0,0.0,7.6,0,18673,0.0,0.72,0,150
34/8-8 R,1.0,2960.0,2973.0,12.7,20.0,0.0,42.0,775,106300,0.852,0.665,137,112
34/8-8 R,2.0,2921.0,2950.0,19.0,8.0,0.0,23.0,956,147100,0.844,0.66,164,112
35/11-18 A,1.0,3804.0,3834.0,12.7,0.0,0.0,0.0,520,97074,0.818,0.0,341,144
35/11-18 A,2.0,3704.0,3724.0,15.8,0.0,0.0,0.0,856,219060,0.809,0.0,370,141
35/11-2,1.0,3551.0,3559.0,10.7,0.0,36.0,50.0,0,0,0.0,0.0,5,136
35/11-2,2.0,3524.0,3542.0,18.3,45.0,0.0,49.0,280,36900,0.811,0.719,1319,133
35/11-2,3.0,3477.0,3486.5,15.9,0.0,42.0,49.0,510,531000,0.82,0.739,1041,133
35/11-2,4.0,3427.0,3432.0,17.4,0.0,31.0,48.0,425,402400,0.822,0.74,946,135
35/11-2,5.0,3374.0,3378.0,12.7,0.0,29.0,48.0,415,177400,0.828,0.78,427,130
35/11-4 R,1.0,2676.0,2684.0,12.4,0.0,26.0,27.0,456,77955,0.81,0.73,1709,104
35/11-4 R,2.0,2286.0,2293.0,15.8,0.0,21.0,23.0,545,564066,0.832,0.653,1034,93
35/11-4 R,3.0,2034.0,2046.0,17.5,0.0,20.0,21.0,682,660697,0.845,0.678,954,84
35/11-4 R,4.0,2010.0,2013.0,6.4,0.0,19.0,20.0,44,799943,0.818,0.648,1818,82
35/11-7,1.0,2476.0,2491.0,15.9,0.0,12.0,24.0,662,195384,0.802,0.7,295,90
35/11-7,2.0,1829.4,1846.4,15.9,0.0,12.0,24.0,636,39643,0.802,0.73,62,75
35/11-8 S,1.0,2924.0,2931.0,19.1,26.0,21.0,27.0,700,79000,0.85,0.72,112,104
35/11-8 S,2.0,2910.0,2920.0,19.1,26.0,24.0,27.0,860,82000,0.85,0.69,95,105
35/11-8 S,3.0,2886.0,2901.0,12.7,26.0,25.0,27.0,520,58000,0.85,0.706,112,103
35/12-4 S,1.0,3082.0,3127.0,17.4,0.0,0.0,0.0,1010,90243,0.807,0.746,89,0
35/2-2,1.0,581.0,600.0,48.0,3.8,0.0,5.3,0,1200000,0.0,0.0,0,12
35/3-2,1.0,3599.0,3605.0,15.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0
35/3-2,2.0,3552.0,3566.0,15.0,0.0,0.0,0.0,53,1082000,0.819,0.62,0,0
35/3-4,2.0,3445.0,3471.0,14.3,0.0,0.0,0.0,84,688000,0.778,0.62,8190,0
35/8-1,1.0,3636.0,3645.0,15.9,0.0,0.0,0.0,204,651000,0.804,0.0,3197,0
35/8-1,2.0,3636.0,3645.0,15.9,0.0,0.0,0.0,204,651000,0.804,0.0,3197,0
35/8-1,3.0,3636.0,3645.0,15.9,0.0,0.0,0.0,204,651000,0.804,0.0,3197,0
35/8-1,4.0,3565.0,3575.0,19.5,0.0,0.0,0.0,229,920000,0.799,0.656,4070,0
35/8-2,1.0,3694.0,3703.0,17.5,0.0,0.0,0.0,305,447000,0.797,0.67,1467,133
35/8-2,2.0,3306.0,3315.0,17.5,0.0,0.0,0.0,205,214000,0.797,0.67,1044,126
35/9-1,1.0,2285.8,2291.8,25.4,7.3,0.0,0.0,903,256452,0.815,0.705,284,80
35/9-1,2.0,2225.4,2249.4,17.6,15.0,0.0,0.0,198,598000,0.728,0.681,3014,78
35/9-1,3.0,2100.3,2138.3,25.4,11.6,0.0,0.0,179,912000,0.749,0.705,5098,74
35/9-2,1.0,2330.0,2342.0,12.7,14.4,0.0,0.0,289,2063000,0.826,0.608,714,83
35/9-2,2.0,2295.0,2310.0,25.4,11.2,0.0,0.0,206,881000,0.72,0.668,4276,0
35/9-2,3.0,2187.0,2211.0,25.4,10.6,0.0,0.0,205,803000,0.732,0.664,3897,0
35/9-2,4.0,2100.0,2130.0,25.4,11.9,0.0,0.0,202,954000,0.726,0.664,4717,0
35/9-8,1.0,2776.0,2789.0,9.5,0.0,0.0,0.0,300,53400,0.0,0.0,0,0
36/1-1,1.0,1550.0,1556.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0
36/1-1,2.0,1489.0,1496.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0
36/7-1,1.0,2362.9,2367.9,25.4,24.0,22.0,24.0,1025,171175,0.82,0.8,167,83
36/7-4,1.0,2428.0,2470.0,28.6,0.0,0.0,0.0,0,1240000,0.801,0.637,15592,0
6/3-1,1.0,3015.0,3023.0,19.5,0.0,0.0,0.0,765,121000,0.86,0.0,158,0
6/3-1,1.1,3015.0,3023.0,25.4,0.0,0.0,0.0,907,141000,0.86,0.0,155,0
6/3-1,2.0,2978.0,2993.0,25.4,36.0,12.0,35.0,409,889900,0.768,0.0,2176,0
6/3-1,3.0,2902.0,2921.0,0.0,0.0,0.0,39.0,0,0,0.0,0.0,0,0
6/3-2,1.0,3776.0,3772.0,31.8,0.0,0.0,0.0,0,0,0.0,0.0,0,0
6201/11-1,3.0,2712.6,2716.7,10.3,0.0,0.0,0.0,91,72000,0.835,0.63,798,0
6205/3-1 R,1.0,4324.1,4344.1,12.7,0.0,0.0,36.08,0,0,0.0,0.0,0,138
6305/4-1,1.0,2770.0,2797.0,31.7,0.0,15.3,0.0,145,1860000,0.0,0.0,12827,0
6305/7-1,1.0,2915.0,2931.0,23.8,0.0,0.0,28.96,58,638000,0.77,0.61,11000,90
6306/10-1,1.0,2967.0,3158.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0
6405/7-1,1.0,2758.0,2811.7,12.7,0.0,0.0,0.0,40,7000,0.0,0.0,175,72
6406/11-1 S,1.0,4027.0,4060.0,6.4,1.0,0.0,51.0,0,0,0.0,0.0,0,141
6406/11-1 S,2.0,3709.0,3723.0,31.8,2.0,0.0,35.0,19,0,0.0,0.0,0,134
6406/11-1 S,3.0,3692.0,3723.0,16.7,2.3,0.0,37.0,0,0,0.0,0.0,0,139
6406/12-3 S,1.0,3637.3,3724.5,22.2,0.0,0.0,0.0,1017,0,0.845,0.0,160,0
6406/2-1 R,1.0,5227.0,5201.0,6.4,51.0,45.0,51.0,0,0,0.0,0.0,0,175
6406/2-1 R,2.0,5170.0,5099.0,20.6,51.0,49.0,51.0,0,0,0.0,0.0,0,173
6406/2-1 R,3.0,5041.0,5021.0,12.7,48.0,13.0,53.0,22,88000,0.796,0.77,4000,157
6406/2-1 R,4.0,4924.0,4910.0,12.7,48.0,28.0,52.0,69,289000,0.783,0.77,4200,169
6406/2-1 R,5.0,4858.0,4816.0,28.6,50.0,26.0,52.0,273,788000,0.803,0.77,2700,167
6406/2-1 R,6.0,4704.0,4645.0,28.6,38.0,22.0,51.0,247,716300,0.798,0.73,2900,158
6406/2-1 R,7.0,4495.0,4427.0,25.4,38.0,19.0,0.0,4,0,0.8,0.73,0,157
6406/2-2,1.0,4927.0,4868.0,19.1,51.0,10.0,52.0,91,223000,0.804,0.941,2450,176
6406/2-2,2.0,4745.6,4714.5,27.0,41.0,32.0,51.0,575,1021000,0.784,1.03,1808,171
6406/2-3,1.0,4832.0,4806.1,17.0,90.0,89.0,91.0,890,892000,0.791,0.72,1003,167
6406/2-3,2.0,4654.4,4629.0,17.5,88.0,81.0,89.0,1048,777000,0.792,0.72,744,166
6406/2-4 SR,1.0,4905.0,4874.0,9.5,44.0,31.0,52.0,93,237000,0.773,0.78,2925,0
6406/2-4 SR,2.0,4704.0,4684.0,7.9,50.0,12.0,51.0,18,42855,0.789,0.743,2300,0
6406/2-5 A,1.0,5304.4,5334.0,11.1,87.0,38.0,0.0,274,221500,0.795,0.745,821,0
6406/2-7,1.0,4558.0,4573.0,0.0,50.0,78.0,0.0,678,496000,0.806,0.0,731,164
6406/3-1,1.0,3782.5,3787.5,15.9,11.0,50.0,67.0,0,8000,0.0,0.0,6,140
6406/3-2,1.0,4302.0,4336.0,12.7,0.0,0.0,38.0,0,0,0.0,0.0,0,146
6406/3-2,2.0,3937.0,3995.0,11.0,2.0,0.0,24.0,645,129000,0.825,0.0,200,145
6406/3-4,1.0,4175.0,4198.0,25.4,0.0,0.0,43.0,0,0,0.0,0.0,0,0
6406/3-4,2.0,4103.0,4117.0,7.9,0.0,0.0,41.0,0,0,0.0,0.0,0,0
6406/3-4,3.0,4054.0,4082.0,4.0,0.0,0.0,40.0,0,0,0.0,0.0,0,0
6406/8-1,1.0,4718.0,4711.0,6.3,71.0,48.0,0.0,0,0,0.0,0.0,0,0
6406/8-1,2.0,4413.0,4453.0,9.5,0.0,0.0,0.0,0,0,0.0,0.0,0,0
6406/9-1,1.0,4964.0,5004.0,22.0,0.0,0.0,23.0,0,1410000,0.0,0.0,0,43
6406/9-1,2.0,4619.0,4634.0,19.0,0.0,0.0,28.0,0,1440000,0.0,0.0,0,49
6407/1-2,1.0,3659.0,3669.0,19.0,0.0,0.0,0.0,454,394000,0.792,0.735,869,134
6407/1-3,1.0,3697.5,3702.5,19.1,0.0,0.0,0.0,137,867000,0.872,0.665,158,0
6407/1-3,2.0,3665.0,3670.0,25.4,0.0,0.0,0.0,253,875000,0.776,0.655,3458,0
6407/1-4,1.0,3693.0,3687.0,12.7,0.0,3.0,15.1,244,29505,0.86,0.69,121,136
6407/1-5 S,1.0,3809.0,3822.0,16.0,0.0,0.0,0.0,101,18512,0.789,0.904,183,135
6407/2-2,1.0,2476.0,2484.0,23.8,0.0,0.0,0.0,119,994000,0.77,0.69,0,0
6407/2-3,1.0,2518.2,2508.7,38.1,9.0,17.0,0.0,271,1285000,0.766,0.705,4740,92
6407/2-3,2.0,2435.8,2427.8,38.1,9.0,17.0,0.0,213,1321000,0.768,0.705,6210,89
6407/4-1,1.0,4159.0,4166.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,148
6407/4-1,2.0,3889.0,3919.0,17.5,0.0,0.0,0.0,20,32500,0.807,0.81,1625,142
6407/6-3,1.0,2570.0,2577.0,12.7,0.0,0.0,0.0,115,228000,0.818,0.77,1979,0
6407/6-3,2.0,2546.0,2555.0,19.1,0.0,0.0,0.0,260,753000,0.752,0.755,2897,0
6407/6-3,3.0,2479.0,2489.0,19.1,0.0,0.0,0.0,326,746000,0.741,0.72,2288,0
6407/7-1 S,1.0,3099.5,3113.5,25.4,0.0,0.0,0.0,0,0,0.0,0.0,0,0
6407/7-1 S,2.0,3022.9,3034.4,25.4,0.0,0.0,0.0,85,19000,0.832,0.8,229,0
6407/7-1 S,3.0,2946.5,2973.0,12.7,0.0,0.0,0.0,210,147000,0.824,0.707,208,0
6407/7-1 S,4.0,2840.0,2886.0,12.7,0.0,0.0,0.0,204,148000,0.825,0.693,202,0
6407/7-1 S,5.0,2758.0,2781.0,25.4,0.0,0.0,0.0,221,170000,0.823,0.732,220,0
6407/7-2,1.0,2869.8,2878.8,12.7,0.0,0.0,0.0,125,24000,0.829,0.744,190,0
6407/7-2,2.0,2801.5,2819.5,12.7,0.0,0.0,0.0,575,106000,0.825,0.685,184,0
6407/7-3,1.0,3046.8,3067.8,25.4,0.0,0.0,0.0,16,0,0.831,0.0,0,0
6407/7-3,2.0,2990.0,3014.0,50.8,0.0,0.0,0.0,527,119000,0.809,0.737,227,0
6407/7-3,3.0,2852.1,2867.9,25.4,0.0,0.0,0.0,950,396000,0.808,0.745,417,0
6407/7-4,1.0,3126.0,3138.5,11.1,0.0,0.0,0.0,0,424,0.0,0.69,0,119
6407/7-4,2.0,2999.0,3008.0,7.9,0.0,0.0,0.0,242,46000,0.83,0.74,185,115
6407/7-4,3.0,3028.0,3071.0,12.7,0.0,0.0,0.0,740,125000,0.84,0.72,169,117
6407/7-6,1.0,3686.0,3770.0,16.0,0.0,52.45,0.0,220,155000,0.815,0.0,705,136
6407/9-1,1.0,1632.0,1638.0,48.0,0.0,0.0,0.0,1351,51338,0.82,0.89,38,68
6407/9-2,1.0,1670.0,1675.5,15.8,0.0,0.0,0.0,0,0,0.0,0.0,0,0
6407/9-2,2.0,1651.0,1657.0,38.0,0.0,0.0,0.0,1177,43549,0.825,0.96,37,0
6407/9-3,1.0,1630.5,1642.5,50.8,0.0,0.0,0.0,2500,49000,0.825,0.81,21,0
6407/9-4,1.0,1708.0,1713.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0
6407/9-4,2.0,1662.0,1668.0,25.4,0.0,0.0,0.0,962,0,0.82,0.82,36,0
6407/9-5,1.0,1654.0,1661.0,25.4,0.0,0.0,0.0,1203,23000,0.825,0.785,17,0
6506/11-1,1.0,3741.0,3745.0,9.5,30.0,0.0,20.0,0,690,0.0,0.645,0,122
6506/11-2,1.0,4668.0,4704.0,31.0,0.0,10.5,48.9,554,770733,0.807,0.765,1392,160
6506/11-2,2.0,4553.0,4597.0,31.0,0.0,6.8,48.0,481,440000,0.0,0.0,915,157
6506/11-2,3.0,4486.0,4510.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0
6506/11-2,4.0,4371.0,4420.0,25.4,0.0,14.5,47.7,714,1028000,0.78,0.73,1440,153
6506/11-2,5.0,4005.0,4048.0,14.3,0.0,3.5,66.4,136,69845,0.82,0.78,513,138
6506/11-2,6.0,3373.5,3398.5,9.5,0.0,5.0,48.5,40,6825,0.826,0.775,170,113
6506/11-3,1.0,3120.0,3142.0,12.7,0.0,3.0,34.0,0,1817,0.0,0.0,0,105
6506/11-4 S,1.0,5039.0,5073.0,15.9,0.0,15.0,0.0,725,395000,0.8,0.738,545,163
6506/11-6,1.0,4839.0,4849.0,14.3,0.0,0.0,0.0,557,568000,0.789,0.715,1019,172
6506/11-6,2.0,4695.0,4736.0,4.7,0.0,0.0,0.0,105,78000,0.795,0.715,743,163
6506/11-6,3.0,4649.0,4668.0,14.3,0.0,0.0,0.0,770,533000,0.795,0.715,692,168
6506/11-7,1.0,4751.0,4818.0,12.0,0.0,0.0,0.0,0,0,0.0,0.0,0,161
6506/11-7,2.0,4668.0,4700.0,11.0,0.0,0.0,49.0,680,253000,0.0,0.0,372,168
6506/11-7,3.0,4590.0,4631.0,3.8,0.0,0.0,38.0,240,127000,0.0,0.0,529,166
6506/12-1,1.0,4504.0,4509.0,31.8,67.0,44.0,71.0,0,0,0.0,0.0,0,0
6506/12-1,2.0,4351.0,4373.0,25.4,33.0,12.0,43.0,517,692000,0.79,0.75,1352,0
6506/12-1,3.0,4291.3,4304.2,3.2,0.0,0.0,47.0,0,0,0.0,0.0,0,0
6506/12-1,4.1,4251.0,4261.0,25.4,0.0,19.0,47.0,700,547000,0.805,0.0,928,0
6506/12-1,5.0,4218.0,4203.0,19.0,0.0,104.0,0.0,350,550000,0.79,0.0,1571,0
6506/12-1,5.1,4218.0,4203.0,19.0,0.0,104.0,0.0,273,410000,0.79,0.0,1500,0
6506/12-1,6.0,4095.0,4110.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0
6506/12-1,7.0,3993.0,4011.0,31.8,0.0,0.0,0.0,511,728000,0.79,0.75,1424,0
6506/12-10 A,1.0,5706.5,5686.0,19.0,0.0,22.0,0.0,450,168750,0.81,0.0,375,165
6506/12-11 S,1.0,5235.5,5226.0,20.6,0.0,12.0,0.0,690,453000,0.84,0.0,656,162
6506/12-11 S,2.0,5206.5,5197.5,19.0,0.0,73.0,0.0,470,173900,0.831,0.775,360,162
6506/12-11 SR,2.0,5206.5,5197.5,22.2,0.0,0.0,0.0,740,0,0.834,0.772,386,0
6506/12-3,1.0,4222.0,4241.0,25.4,0.0,83.0,0.0,820,372000,0.81,0.803,454,120
6506/12-3,2.0,4165.0,4170.0,25.4,0.0,10.0,0.0,54,68000,0.82,0.907,1264,120
6506/12-3,3.0,3960.0,3980.0,25.4,0.0,7.0,0.0,297,445000,0.795,0.755,1500,118
6506/12-3,4.0,3880.5,3890.0,28.6,0.0,9.0,0.0,790,416000,0.82,0.765,526,121
6506/12-3,5.0,3822.0,3836.0,9.5,7.0,0.0,23.0,100,29000,0.83,0.797,290,120
6506/12-3,6.0,3162.0,3173.0,32.0,0.0,14.0,40.0,92,28000,0.785,0.797,304,0
6506/12-3,6.1,3162.0,3173.0,15.8,0.0,128.0,0.0,329,57000,0.814,0.797,173,0
6506/12-4,1.0,3133.0,3150.0,12.7,17.0,0.0,0.0,0,0,0.0,0.0,0,0
6506/12-5,1.0,4040.0,4025.0,19.0,1.0,1.0,10.0,0,0,0.0,0.0,0,141
6506/12-5,1.1,4040.0,4025.0,19.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0
6506/12-5,2.0,4004.0,4009.5,19.0,0.0,0.0,41.0,208,55000,0.827,0.0,264,140
6506/12-5,2.1,4004.0,4009.5,19.0,40.0,16.0,41.0,208,55000,0.827,0.0,264,0
6506/12-5,4.0,3174.0,3177.5,15.9,45.0,8.0,24.0,590,116000,0.8,0.0,196,0
6506/12-6,1.0,4514.0,4525.0,9.5,18.0,10.0,0.0,128,41000,0.819,0.765,345,158
6506/12-6,1.1,4549.0,4592.0,9.5,18.0,10.0,0.0,128,58000,0.819,0.0,410,0
6506/12-6,1.2,4514.0,4525.0,9.5,18.0,10.0,0.0,128,44000,0.819,0.0,345,0
6506/12-6,1.3,4549.0,4592.0,9.5,18.0,10.0,0.0,128,44000,0.819,0.0,345,0
6506/12-6,1.4,4514.0,4525.0,0.0,18.0,0.0,0.0,0,0,0.0,0.0,0,0
6506/12-6,1.5,4549.0,4592.0,0.0,18.0,0.0,0.0,0,0,0.0,0.0,0,0
6506/12-6,1.6,4514.0,4525.0,9.5,0.0,6.0,0.0,100,15000,0.819,0.0,153,0
6506/12-6,1.7,4549.0,4592.0,9.5,0.0,6.0,0.0,100,15000,0.819,0.0,153,0
6506/12-6,1.8,4514.0,4525.0,12.7,18.0,6.0,26.0,155,70000,0.82,0.0,456,0
6506/12-6,1.9,4549.0,4592.0,12.7,18.0,6.0,26.0,155,70000,0.82,0.0,456,0
6506/12-6,2.0,4464.0,4493.0,6.4,0.0,0.0,0.0,0,0,0.0,0.0,0,0
6506/12-6,2.1,4464.0,4493.0,6.4,44.0,36.0,0.0,0,0,0.0,0.0,0,0
6506/12-6,3.0,4312.0,4352.0,20.6,0.0,13.0,40.0,376,610000,0.783,0.0,1622,154
6506/12-7,1.0,4741.0,4748.0,12.7,0.0,0.0,0.0,520,145000,0.82,0.77,442,0
6506/12-7,2.0,4702.0,4707.0,7.9,0.0,0.0,0.0,200,145000,0.818,0.785,725,0
6506/12-7,3.0,4474.0,4514.0,15.9,0.0,0.0,0.0,70,110000,0.79,0.745,1571,0
6506/12-7,4.0,4414.0,4439.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0
6506/12-8,1.0,4237.0,4277.0,22.2,0.0,0.0,0.0,1100,300000,0.81,0.827,273,0
6506/12-8,1.2,4205.0,4221.0,11.1,0.0,0.0,0.0,460,115000,0.82,0.82,250,0
6506/12-8,2.0,3915.0,3955.0,12.7,0.0,0.0,0.0,610,180000,0.829,0.756,295,0
6506/12-9 S,1.0,4846.0,4876.0,17.5,0.0,0.0,0.0,840,444000,0.815,0.832,749,0
6506/12-9 S,2.0,4805.0,4834.0,22.2,0.0,0.0,0.0,900,249000,0.85,0.83,390,163
6506/12-9 S,3.0,4742.0,4751.0,17.5,0.0,0.0,0.0,567,138000,0.825,0.794,292,164
6506/12-9 S,4.0,4730.0,4712.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0
6506/12-9 S,5.0,4477.0,4510.0,43.6,0.0,0.0,0.0,17,33000,0.807,0.781,1379,0
6506/9-1,1.0,5431.0,5515.0,6.3,27.0,0.0,40.0,0,180000,0.0,0.0,0,0
6507/11-1,1.0,2396.0,2402.0,16.0,14.0,0.0,0.0,0,765000,0.0,0.0,0,0
6507/11-3,1.0,2519.0,2520.5,25.4,23.0,8.0,23.0,1490,29500,0.847,0.72,198,90
6507/11-3,2.0,2495.7,2508.7,31.8,24.0,12.0,20.0,0,1480000,0.0,0.69,0,90
6507/11-3,3.0,2413.0,2419.5,38.1,25.0,10.0,24.0,0,1740000,0.0,0.67,0,90
6507/2-2,1.0,3285.0,3294.0,25.4,0.0,0.0,0.0,107,676000,0.79,0.63,6317,0
6507/2-2,2.0,2820.0,2831.0,25.4,0.0,0.0,0.0,80,865000,0.78,0.64,1081,0
6507/3-1,1.0,3783.0,3798.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0
6507/3-1,2.0,3690.0,3724.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0
6507/3-1,3.0,3611.0,3636.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0
6507/3-1,3.1,3611.0,3636.0,25.4,0.0,15.0,0.0,290,905000,0.8,0.71,3121,136
6507/5-1,1.0,3607.0,3653.0,15.9,8.0,0.0,37.0,628,109000,0.857,0.7,175,0
6507/5-1,2.1,3430.0,3442.0,15.9,19.0,0.0,36.0,178,741000,0.759,0.67,4164,0
6507/5-1,2.2,3430.0,3514.0,12.7,22.0,0.0,0.0,148,580000,0.767,0.675,3926,0
6507/5-1,3.0,2993.0,3001.0,14.3,18.0,0.0,42.0,925,222000,0.829,0.67,240,0
6507/5-5,1.0,3561.0,3706.0,25.0,7.4,0.0,0.0,940,164256,0.855,0.735,176,133
6507/7-1,1.0,4338.0,4374.0,12.7,0.0,5.0,64.0,0,30000,0.0,0.65,0,0
6507/7-14 S,1.0,4218.5,4288.8,14.3,44.0,0.0,0.0,0,1200000,0.0,0.647,22600,0
6507/7-2,1.0,2521.0,2529.0,6.1,0.0,1.0,26.0,0,0,0.0,0.0,0,0
6507/7-2,2.0,2417.0,2439.0,25.4,0.0,0.0,0.0,704,34000,0.922,0.617,48,0
6507/7-2,2.1,2417.0,2439.0,9.5,0.0,5.0,0.0,208,12000,0.91,0.0,57,0
6507/7-2,2.2,2417.0,2439.0,9.5,0.0,5.0,0.0,208,12000,0.91,0.0,57,0
6507/7-2,2.3,2417.0,2439.0,25.4,6.0,3.0,25.0,704,34000,0.92,0.0,49,0
6507/7-2,3.0,2356.5,2376.0,25.4,0.0,40.0,0.0,489,32000,0.982,0.668,65,0
6507/7-2,4.0,2330.0,2340.0,22.2,0.0,4.0,25.0,902,68000,0.876,0.66,75,0
6507/7-2,5.0,2290.0,2310.0,19.1,0.0,12.0,0.0,73,724000,0.754,0.65,9965,0
6507/7-2,6.0,2232.0,2245.0,19.1,0.0,5.0,0.0,17,45000,0.755,0.65,2632,0
6507/7-2,7.0,2203.0,2222.0,20.2,0.0,9.0,0.0,96,900000,0.755,0.0,9360,0
6507/7-3,1.0,2413.0,2430.0,21.0,6.0,5.0,25.0,772,86027,0.87,0.68,112,88
6507/7-3,2.0,2385.0,2400.0,24.0,6.0,4.0,25.0,870,93021,0.909,0.737,227,87
6507/7-3,3.0,2368.0,2380.0,25.4,6.0,5.0,25.0,823,89510,0.808,0.745,417,85
6507/7-4,1.0,2494.0,2499.0,19.1,19.0,5.0,26.0,646,51000,0.897,0.685,80,0
6507/7-4,2.0,2470.0,2477.0,35.8,6.0,5.0,26.0,875,732000,0.879,0.0,84,0
