Well,NPDID wellbore,Depth,Legend
7128/6-1,1836,1952.04,Thin section no. 2438
7128/6-1,1836,1957.66,Thin section no. 2439
7128/6-1,1836,1975.63,Thin section no. 2440
7128/6-1,1836,1964.4,Thin section no. 2441
7128/6-1,1836,1973.66,Thin section no. 2442
7128/6-1,1836,1971.63,Thin section no. 2443
7128/6-1,1836,1985.63,Thin section no. 2444
7128/6-1,1836,1993.63,Thin section no. 2445
7128/6-1,1836,1997.43,Thin section no. 2446
7128/6-1,1836,2000.7,Thin section no. 2447
7128/6-1,1836,2006.47,Thin section no. 2448
7128/6-1,1836,2015.03,Thin section no. 2449
7128/6-1,1836,2025.12,Thin section no. 2450
7128/6-1,1836,2044.52,Thin section no. 2451
7128/6-1,1836,2046.03,Thin section no. 2452
7128/6-1,1836,2049.78,Thin section no. 2453
7128/6-1,1836,2073.92,Thin section no. 2454
7131/4-1,5093,1112.15,Thin section no. 1345
7131/4-1,5093,1108.5,Thin section no. 1346
7131/4-1,5093,1092.75,Thin section no. 1347
7131/4-1,5093,1086.75,Thin section no. 1348
7131/4-1,5093,1079.75,Thin section no. 1349
7131/4-1,5093,1077.5,Thin section no. 1350
7131/4-1,5093,1075.53,Thin section no. 1351
7131/4-1,5093,1071.25,Thin section no. 1352
7131/4-1,5093,932.5,Thin section no. 1353
7131/4-1,5093,929.75,Thin section no. 1354
7131/4-1,5093,924.15,Thin section no. 1355
7131/4-1,5093,920.38,Thin section no. 1356
7131/4-1,5093,915.4,Thin section no. 1357
7131/4-1,5093,917.75,Thin section no. 1358
7131/4-1,5093,937.2,Thin section no. 1359
7216/11-1 S,4129,2988.03,Thin section no. 1443
7216/11-1 S,4129,2989.03,Thin section no. 1444
7216/11-1 S,4129,2991.5,Thin section no. 1445
7216/11-1 S,4129,2992.75,Thin section no. 1446
7216/11-1 S,4129,2993.02,Thin section no. 1447
7220/11-1,7503,1906.3,Thin section no. 2631
7220/11-1,7503,1907.6,Thin section no. 2632
7220/11-1,7503,1915.82,Thin section no. 2633
7220/11-1,7503,1918.28,Thin section no. 2634
7220/11-1,7503,1923.01,Thin section no. 2635
7220/11-1,7503,1924.25,Thin section no. 2636
7220/11-1,7503,1930.8,Thin section no. 2637
7220/11-1,7503,1935.72,Thin section no. 2638
7220/11-1,7503,1936.6,Thin section no. 2639
7220/11-1,7503,1941.75,Thin section no. 2640
7220/11-1,7503,1946.55,Thin section no. 2641
7220/11-1,7503,1949.27,Thin section no. 2642
7220/11-1,7503,1950.77,Thin section no. 2643
7220/11-1,7503,1951.35,Thin section no. 2644
7220/11-1,7503,1953.55,Thin section no. 2645
7220/11-1,7503,1954.57,Thin section no. 2646
7220/11-1,7503,1959.1,Thin section no. 2647
7220/11-1,7503,1960.2,Thin section no. 2648
7220/11-1,7503,1963.83,Thin section no. 2649
7220/11-1,7503,1965.2,Thin section no. 2650
7220/11-1,7503,1971.72,Thin section no. 2651
7220/11-1,7503,1973.35,Thin section no. 2652
7220/11-1,7503,1974.18,Thin section no. 2653
7220/11-1,7503,1976.89,Thin section no. 2654
7220/11-1,7503,1977.35,Thin section no. 2655
7220/11-1,7503,1988.0,Thin section no. 2656
7220/11-1,7503,1902.0,Thin section no. 2657
7220/11-1,7503,1977.0,Thin section no. 2658
7220/11-1,7503,1983.0,Thin section no. 2659
7220/11-1,7503,1989.0,Thin section no. 2660
7220/11-1,7503,1995.0,Thin section no. 2661
7220/11-1,7503,1998.0,Thin section no. 2662
7220/11-1,7503,2001.0,Thin section no. 2663
7220/11-1,7503,2004.0,Thin section no. 2664
7220/11-1,7503,2007.0,Thin section no. 2665
7220/11-1,7503,2013.0,Thin section no. 2666
7220/11-1,7503,2016.0,Thin section no. 2667
7220/11-1,7503,2019.0,Thin section no. 2668
7220/11-1,7503,2022.0,Thin section no. 2669
7220/11-1,7503,2025.0,Thin section no. 2670
7220/11-1,7503,2031.0,Thin section no. 2671
7220/11-1,7503,2034.0,Thin section no. 2672
7220/11-1,7503,2037.0,Thin section no. 2673
7220/11-1,7503,2043.0,Thin section no. 2674
7220/11-1,7503,2049.0,Thin section no. 2675
7220/11-1,7503,2055.0,Thin section no. 2676
7220/11-1,7503,2061.0,Thin section no. 2677
7220/11-1,7503,2067.0,Thin section no. 2678
7220/11-1,7503,2073.0,Thin section no. 2679
7220/11-1,7503,2076.0,Thin section no. 2680
7220/11-1,7503,2079.0,Thin section no. 2681
7220/11-1,7503,2085.0,Thin section no. 2682
7220/11-1,7503,2091.0,Thin section no. 2683
7220/11-1,7503,2097.0,Thin section no. 2684
7220/11-1,7503,2100.0,Thin section no. 2685
7220/11-1,7503,2103.0,Thin section no. 2686
7220/11-1,7503,2106.0,Thin section no. 2687
7220/11-1,7503,2109.0,Thin section no. 2688
7220/11-1,7503,2112.0,Thin section no. 2689
7220/11-1,7503,2118.0,Thin section no. 2690
7220/6-1,5039,1149.7,Thin section no. 2017
7220/6-1,5039,1149.95,Thin section no. 2018
7220/6-1,5039,1150.5,Thin section no. 2019
7220/6-1,5039,1153.25,Thin section no. 2020
7220/6-1,5039,1155.95,Thin section no. 2021
7220/6-1,5039,1156.6,Thin section no. 2022
7220/6-1,5039,1161.4,Thin section no. 2023
7220/6-1,5039,1168.8,Thin section no. 2024
7220/6-1,5039,1169.9,Thin section no. 2025
7220/6-1,5039,1191.55,Thin section no. 2026
7220/6-1,5039,1199.9,Thin section no. 2027
7220/6-1,5039,2136.75,Thin section no. 2028
7220/6-1,5039,1143.45,Thin section no. 2401
7220/6-1,5039,1150.95,Thin section no. 2402
7220/6-1,5039,1154.8,Thin section no. 2403
7220/6-1,5039,1160.7,Thin section no. 2404
7220/6-1,5039,1162.45,Thin section no. 2405
7220/6-1,5039,1172.82,Thin section no. 2406
7220/6-1,5039,1176.24,Thin section no. 2407
7220/6-1,5039,1176.52,Thin section no. 2408
7220/6-1,5039,1176.87,Thin section no. 2409
7220/6-1,5039,1190.36,Thin section no. 2410
7220/6-1,5039,1190.5,Thin section no. 2411
7220/6-1,5039,1191.92,Thin section no. 2412
7220/6-1,5039,1194.95,Thin section no. 2413
7220/6-1,5039,1195.87,Thin section no. 2414
7220/6-1,5039,1140.0,Thin section no. 2563
7220/6-1,5039,1145.0,Thin section no. 2564
7220/6-1,5039,1207.0,Thin section no. 2565
7220/6-1,5039,1210.0,Thin section no. 2566
7220/6-1,5039,1215.0,Thin section no. 2567
7220/6-1,5039,1220.0,Thin section no. 2568
7220/6-1,5039,1225.0,Thin section no. 2569
7220/6-1,5039,1230.0,Thin section no. 2570
7220/6-1,5039,1235.0,Thin section no. 2571
7220/6-1,5039,1240.0,Thin section no. 2572
7220/6-1,5039,1245.0,Thin section no. 2573
7220/6-1,5039,1250.0,Thin section no. 2574
7220/6-1,5039,1255.0,Thin section no. 2575
7220/6-1,5039,1260.0,Thin section no. 2576
7220/6-1,5039,1265.0,Thin section no. 2577
7220/6-1,5039,1270.0,Thin section no. 2578
7220/6-1,5039,1275.0,Thin section no. 2579
7220/6-1,5039,1280.0,Thin section no. 2580
7220/6-1,5039,1285.0,Thin section no. 2581
7220/6-1,5039,1290.0,Thin section no. 2582
7220/6-1,5039,1295.0,Thin section no. 2583
7220/6-1,5039,1300.0,Thin section no. 2584
7220/6-1,5039,1305.0,Thin section no. 2585
7220/6-1,5039,1310.0,Thin section no. 2586
7220/6-1,5039,1315.0,Thin section no. 2587
7220/6-1,5039,1320.0,Thin section no. 2588
7220/6-1,5039,1325.0,Thin section no. 2589
7220/6-1,5039,1330.0,Thin section no. 2590
7220/6-1,5039,1335.0,Thin section no. 2591
7220/6-1,5039,1340.0,Thin section no. 2592
7220/6-1,5039,1345.0,Thin section no. 2593
7220/6-1,5039,1350.0,Thin section no. 2594
7220/6-1,5039,1355.0,Thin section no. 2595
7220/6-1,5039,1360.0,Thin section no. 2596
7220/6-1,5039,1365.0,Thin section no. 2597
7220/6-1,5039,1370.0,Thin section no. 2598
7220/6-1,5039,1375.0,Thin section no. 2599
7220/6-1,5039,1380.0,Thin section no. 2600
7220/6-1,5039,1385.0,Thin section no. 2601
7220/6-1,5039,1390.0,Thin section no. 2602
7220/6-1,5039,1397.0,Thin section no. 2603
7220/6-1,5039,1400.0,Thin section no. 2604
7220/6-1,5039,1405.0,Thin section no. 2605
7220/6-1,5039,1412.0,Thin section no. 2606
7220/6-1,5039,1415.0,Thin section no. 2607
7220/6-1,5039,1420.0,Thin section no. 2608
7220/6-1,5039,1425.0,Thin section no. 2609
7220/6-1,5039,1427.0,Thin section no. 2610
7220/6-1,5039,1435.0,Thin section no. 2611
7220/6-1,5039,1440.0,Thin section no. 2612
7220/6-1,5039,1445.0,Thin section no. 2613
7220/6-1,5039,1450.0,Thin section no. 2614
7220/6-1,5039,1455.0,Thin section no. 2615
7220/6-1,5039,1460.0,Thin section no. 2616
7220/6-1,5039,1465.0,Thin section no. 2617
7220/6-1,5039,1470.0,Thin section no. 2618
7220/6-1,5039,1477.0,Thin section no. 2619
7220/6-1,5039,1480.0,Thin section no. 2620
7220/6-1,5039,1482.0,Thin section no. 2621
7220/6-1,5039,1155.86,Thin section no. 2622
7220/6-1,5039,1160.82,Thin section no. 2623
7220/6-1,5039,1169.76,Thin section no. 2624
7220/6-1,5039,1170.95,Thin section no. 2625
7220/6-1,5039,1179.75,Thin section no. 2626
7220/6-1,5039,1185.82,Thin section no. 2627
7220/6-1,5039,1183.72,Thin section no. 2628
7220/6-1,5039,1196.24,Thin section no. 2629
7220/6-1,5039,1202.45,Thin section no. 2630
7224/7-1,1245,907.5,Thin section no. 1364
7224/7-1,1245,914.75,Thin section no. 1365
7224/7-1,1245,919.5,Thin section no. 1366
7224/7-1,1245,922.75,Thin section no. 1367
7224/7-1,1245,928.75,Thin section no. 1368
7226/11-1,1177,1202.5,Thin section no. 1637
7226/11-1,1177,1215.75,Thin section no. 1638
7226/11-1,1177,1245.5,Thin section no. 1639
7226/11-1,1177,2142.65,Thin section no. 1640
7226/11-1,1177,2956.75,Thin section no. 1641
7226/11-1,1177,3060.75,Thin section no. 1642
7226/11-1,1177,3071.75,Thin section no. 1643
7226/11-1,1177,4139.7,Thin section no. 2137
7226/11-1,1177,4140.6,Thin section no. 2138
7226/11-1,1177,4142.6,Thin section no. 2139
7226/11-1,1177,4143.1,Thin section no. 2140
7226/11-1,1177,4144.4,Thin section no. 2141
7226/11-1,1177,4153.3,Thin section no. 2142
7226/11-1,1177,4145.8,Thin section no. 2143
7226/11-1,1177,4594.8,Thin section no. 2144
7226/11-1,1177,4597.8,Thin section no. 2145
7226/11-1,1177,4598.4,Thin section no. 2146
7226/11-1,1177,4600.3,Thin section no. 2147
7226/11-1,1177,4602.4,Thin section no. 2148
7226/11-1,1177,4602.8,Thin section no. 2149
7226/11-1,1177,4604.85,Thin section no. 2150
7226/11-1,1177,4605.4,Thin section no. 2151
7226/11-1,1177,4607.9,Thin section no. 2152
7226/11-1,1177,4609.1,Thin section no. 2153
7226/11-1,1177,4609.5,Thin section no. 2154
7226/11-1,1177,4613.3,Thin section no. 2155
7226/11-1,1177,4145.9,Thin section no. 2156
7228/2-1 S,1460,1286.75,Thin section no. 1406
7228/2-1 S,1460,1288.5,Thin section no. 1407
7228/2-1 S,1460,1292.5,Thin section no. 1408
7228/2-1 S,1460,1385.25,Thin section no. 1409
7228/2-1 S,1460,1387.0,Thin section no. 1410
7228/9-1 S,1486,1104.25,Thin section no. 1644
7228/9-1 S,1486,1113.25,Thin section no. 1645
7228/9-1 S,1486,1121.75,Thin section no. 1646
7228/9-1 S,1486,1124.75,Thin section no. 1647
7228/9-1 S,1486,1130.5,Thin section no. 1648
7228/9-1 S,1486,2874.75,Thin section no. 1649
7228/9-1 S,1486,2879.25,Thin section no. 1650
7228/9-1 S,1486,4303.1,Thin section no. 2157
7228/9-1 S,1486,4304.8,Thin section no. 2158
7228/9-1 S,1486,4312.7,Thin section no. 2159
7228/9-1 S,1486,4442.8,Thin section no. 2160
7228/9-1 S,1486,4420.1,Thin section no. 2161
7228/9-1 S,1486,4429.2,Thin section no. 2162
7228/9-1 S,1486,4432.4,Thin section no. 2163
7228/9-1 S,1486,4436.6,Thin section no. 2164
7228/9-1 S,1486,4437.5,Thin section no. 2165
7228/9-1 S,1486,4438.8,Thin section no. 2166
7228/9-1 S,1486,4441.5,Thin section no. 2167
7229/11-1,1643,4380.02,Thin section no. 2471
7229/11-1,1643,4377.02,Thin section no. 2472
7229/11-1,1643,4374.02,Thin section no. 2473
7229/11-1,1643,4275.96,Thin section no. 2474
7229/11-1,1643,4275.11,Thin section no. 2475
7229/11-1,1643,4275.02,Thin section no. 2476
7229/11-1,1643,4271.85,Thin section no. 2477
7229/11-1,1643,4267.6,Thin section no. 2478
7316/5-1,1987,899.85,Thin section no. 1479
7316/5-1,1987,903.4,Thin section no. 1480
7316/5-1,1987,905.9,Thin section no. 1481
7316/5-1,1987,1350.35,Thin section no. 1482
7316/5-1,1987,1365.55,Thin section no. 1483
7316/5-1,1987,1368.7,Thin section no. 1484
7316/5-1,1987,1461.35,Thin section no. 1485
7316/5-1,1987,1464.63,Thin section no. 1486
7316/5-1,1987,1465.63,Thin section no. 1487
7316/5-1,1987,1469.9,Thin section no. 1488
7321/8-1,1070,2840.25,Thin section no. 1651
7321/8-1,1070,2844.44,Thin section no. 1652
7321/8-1,1070,3431.35,Thin section no. 2134
7321/8-1,1070,3430.3,Thin section no. 2135
7321/8-1,1070,3430.5,Thin section no. 2136
7321/9-1,1339,1379.5,Thin section no. 1369
7321/9-1,1339,1380.75,Thin section no. 1370
7321/9-1,1339,1388.5,Thin section no. 1371
7321/9-1,1339,1397.75,Thin section no. 1372
7427/3-U-1,1661,13.9,Thin section no. 1954
7427/3-U-1,1661,14.4,Thin section no. 1955
7427/3-U-1,1661,14.86,Thin section no. 1956
7427/3-U-1,1661,14.93,Thin section no. 1957
7427/3-U-1,1661,25.02,Thin section no. 1958
7427/3-U-1,1661,15.53,Thin section no. 1959
7427/3-U-1,1661,26.14,Thin section no. 1960
7427/3-U-1,1661,26.81,Thin section no. 1961
7427/3-U-1,1661,33.2,Thin section no. 1962
7427/3-U-1,1661,33.46,Thin section no. 1963
7427/3-U-1,1661,34.83,Thin section no. 1964
7427/3-U-1,1661,44.53,Thin section no. 1965
7427/3-U-1,1661,45.0,Thin section no. 1966
7427/3-U-1,1661,55.05,Thin section no. 1967
7427/3-U-1,1661,64.4,Thin section no. 1969
7427/3-U-1,1661,70.03,Thin section no. 1971
7427/3-U-1,1661,74.03,Thin section no. 1972
7427/3-U-1,1661,76.75,Thin section no. 1973
7427/3-U-1,1661,82.75,Thin section no. 1974
7427/3-U-1,1661,85.13,Thin section no. 1975
7427/3-U-1,1661,89.7,Thin section no. 1976
7427/3-U-1,1661,64.03,Thin section no. 1977
7427/3-U-1,1661,70.8,Thin section no. 1978
7532/2-U-1,1662,13.13,Thin section no. 1949
7532/2-U-1,1662,14.9,Thin section no. 1950
7532/2-U-1,1662,17.61,Thin section no. 1951
7532/2-U-1,1662,18.47,Thin section no. 1952
7532/2-U-1,1662,19.83,Thin section no. 1953
7533/3-U-1,1663,14.89,Thin section no. 1939
7533/3-U-1,1663,6.58,Thin section no. 1940
7533/3-U-1,1663,23.63,Thin section no. 1941
7533/3-U-1,1663,26.17,Thin section no. 1942
7533/3-U-1,1663,26.7,Thin section no. 1943
7533/3-U-1,1663,27.3,Thin section no. 1944
7533/3-U-1,1663,43.63,Thin section no. 1945
7533/3-U-1,1663,39.96,Thin section no. 1946
7533/3-U-1,1663,46.94,Thin section no. 1947
7533/3-U-1,1663,48.24,Thin section no. 1948
8/12-1,193,6185.0,Thin section no. 791
8/12-1,193,6232.0,Thin section no. 792
8/3-1,142,2206.0,Thin section no. 774
8/3-1,142,2207.0,Thin section no. 775
8/3-1,142,2208.0,Thin section no. 776
8/3-1,142,2208.0,Thin section no. 777
8/3-1,142,2208.0,Thin section no. 778
8/3-1,142,2208.0,Thin section no. 779
8/3-1,142,2209.0,Thin section no. 780
8/3-1,142,2209.0,Thin section no. 781
8/3-1,142,2209.0,Thin section no. 782
8/3-1,142,2210.0,Thin section no. 783
8/3-1,142,2211.0,Thin section no. 784
8/3-1,142,2211.0,Thin section no. 785
8/3-1,142,2213.0,Thin section no. 786
8/3-1,142,2213.0,Thin section no. 787
8/3-1,142,2215.0,Thin section no. 788
8/3-1,142,2969.0,Thin section no. 789
8/3-1,142,3010.0,Thin section no. 790
9/4-3,152,3820.0,Thin section no. 793
9/4-3,152,3840.0,Thin section no. 794
9/4-3,152,3860.0,Thin section no. 795
9/4-3,152,3900.0,Thin section no. 796
